mapping_id,tourist_place_id,business_id,business_type,distance_km,estimated_travel_time_minutes,relationship_type,priority
MAP005833,DEST11049,BUS005833,hotel,0.47,5,very_near,5
MAP005834,DEST11049,BUS005834,restaurant,0.55,6,very_near,5
MAP005835,DEST11049,BUS005835,homestay,1.07,5,nearby,5
MAP005836,DEST11049,BUS005836,dhaba,1.17,5,nearby,5
MAP005837,DEST11049,BUS005837,hotel,2.04,8,nearby,5
MAP005838,DEST11049,BUS005838,cafe,2.9,11,nearby,5
MAP005839,DEST11049,BUS005839,guest_house,3.8,15,close,5
MAP005840,DEST11049,BUS005840,homestay,5.16,15,surrounding,5
MAP005841,DEST11050,BUS005841,hotel,0.47,5,very_near,5
MAP005842,DEST11050,BUS005842,restaurant,0.55,6,very_near,5
MAP005843,DEST11050,BUS005843,homestay,1.07,5,nearby,5
MAP005844,DEST11050,BUS005844,dhaba,1.17,5,nearby,5
MAP005845,DEST11050,BUS005845,hotel,2.04,8,nearby,5
MAP005846,DEST11050,BUS005846,cafe,2.9,11,nearby,5
MAP005847,DEST11050,BUS005847,guest_house,3.8,15,close,5
MAP005848,DEST11050,BUS005848,homestay,5.16,15,surrounding,5
MAP005849,DEST11051,BUS005849,hotel,0.47,5,very_near,5
MAP005850,DEST11051,BUS005850,restaurant,0.55,6,very_near,5
MAP005851,DEST11051,BUS005851,homestay,1.07,5,nearby,5
MAP005852,DEST11051,BUS005852,dhaba,1.17,5,nearby,5
MAP005853,DEST11051,BUS005853,hotel,2.04,8,nearby,5
MAP005854,DEST11051,BUS005854,cafe,2.9,11,nearby,5
MAP005855,DEST11051,BUS005855,guest_house,3.8,15,close,5
MAP005856,DEST11051,BUS005856,homestay,5.16,15,surrounding,5
MAP005857,DEST11052,BUS005857,hotel,0.47,5,very_near,5
MAP005858,DEST11052,BUS005858,restaurant,0.55,6,very_near,5
MAP005859,DEST11052,BUS005859,homestay,1.07,5,nearby,5
MAP005860,DEST11052,BUS005860,dhaba,1.17,5,nearby,5
MAP005861,DEST11052,BUS005861,hotel,2.04,8,nearby,5
MAP005862,DEST11052,BUS005862,cafe,2.9,11,nearby,5
MAP005863,DEST11052,BUS005863,guest_house,3.8,15,close,5
MAP005864,DEST11052,BUS005864,homestay,5.16,15,surrounding,5
MAP005865,DEST11053,BUS005865,hotel,0.47,5,very_near,5
MAP005866,DEST11053,BUS005866,restaurant,0.55,6,very_near,5
MAP005867,DEST11053,BUS005867,homestay,1.07,5,nearby,5
MAP005868,DEST11053,BUS005868,dhaba,1.17,5,nearby,5
MAP005869,DEST11053,BUS005869,hotel,2.04,8,nearby,5
MAP005870,DEST11053,BUS005870,cafe,2.9,11,nearby,5
MAP005871,DEST11053,BUS005871,guest_house,3.8,15,close,5
MAP005872,DEST11053,BUS005872,homestay,5.16,15,surrounding,5
MAP005873,DEST11054,BUS005873,hotel,0.47,5,very_near,5
MAP005874,DEST11054,BUS005874,restaurant,0.55,6,very_near,5
MAP005875,DEST11054,BUS005875,homestay,1.07,5,nearby,5
MAP005876,DEST11054,BUS005876,dhaba,1.17,5,nearby,5
MAP005877,DEST11054,BUS005877,hotel,2.04,8,nearby,5
MAP005878,DEST11054,BUS005878,cafe,2.9,11,nearby,5
MAP005879,DEST11054,BUS005879,guest_house,3.8,15,close,5
MAP005880,DEST11054,BUS005880,homestay,5.16,15,surrounding,5
MAP005881,DEST11055,BUS005881,hotel,0.47,5,very_near,5
MAP005882,DEST11055,BUS005882,restaurant,0.55,6,very_near,5
MAP005883,DEST11055,BUS005883,homestay,1.07,5,nearby,5
MAP005884,DEST11055,BUS005884,dhaba,1.17,5,nearby,5
MAP005885,DEST11055,BUS005885,hotel,2.04,8,nearby,5
MAP005886,DEST11055,BUS005886,cafe,2.9,11,nearby,5
MAP005887,DEST11055,BUS005887,guest_house,3.8,15,close,5
MAP005888,DEST11055,BUS005888,homestay,5.16,15,surrounding,5
MAP005889,DEST11056,BUS005889,hotel,0.47,5,very_near,5
MAP005890,DEST11056,BUS005890,restaurant,0.55,6,very_near,5
MAP005891,DEST11056,BUS005891,homestay,1.07,5,nearby,5
MAP005892,DEST11056,BUS005892,dhaba,1.17,5,nearby,5
MAP005893,DEST11056,BUS005893,hotel,2.04,8,nearby,5
MAP005894,DEST11056,BUS005894,cafe,2.9,11,nearby,5
MAP005895,DEST11056,BUS005895,guest_house,3.8,15,close,5
MAP005896,DEST11056,BUS005896,homestay,5.16,15,surrounding,5
MAP005897,DEST11057,BUS005897,hotel,0.47,5,very_near,5
MAP005898,DEST11057,BUS005898,restaurant,0.55,6,very_near,5
MAP005899,DEST11057,BUS005899,homestay,1.07,5,nearby,5
MAP005900,DEST11057,BUS005900,dhaba,1.17,5,nearby,5
MAP005901,DEST11057,BUS005901,hotel,2.04,8,nearby,5
MAP005902,DEST11057,BUS005902,cafe,2.9,11,nearby,5
MAP005903,DEST11057,BUS005903,guest_house,3.8,15,close,5
MAP005904,DEST11057,BUS005904,homestay,5.16,15,surrounding,5
MAP005905,DEST11058,BUS005905,hotel,0.47,5,very_near,5
MAP005906,DEST11058,BUS005906,restaurant,0.55,6,very_near,5
MAP005907,DEST11058,BUS005907,homestay,1.07,5,nearby,5
MAP005908,DEST11058,BUS005908,dhaba,1.17,5,nearby,5
MAP005909,DEST11058,BUS005909,hotel,2.04,8,nearby,5
MAP005910,DEST11058,BUS005910,cafe,2.9,11,nearby,5
MAP005911,DEST11058,BUS005911,guest_house,3.8,15,close,5
MAP005912,DEST11058,BUS005912,homestay,5.16,15,surrounding,5
MAP005913,DEST11059,BUS005913,hotel,0.47,5,very_near,5
MAP005914,DEST11059,BUS005914,restaurant,0.55,6,very_near,5
MAP005915,DEST11059,BUS005915,homestay,1.07,5,nearby,5
MAP005916,DEST11059,BUS005916,dhaba,1.17,5,nearby,5
MAP005917,DEST11059,BUS005917,hotel,2.04,8,nearby,5
MAP005918,DEST11059,BUS005918,cafe,2.9,11,nearby,5
MAP005919,DEST11059,BUS005919,guest_house,3.8,15,close,5
MAP005920,DEST11059,BUS005920,homestay,5.16,15,surrounding,5
MAP005921,DEST11060,BUS005921,hotel,0.47,5,very_near,5
MAP005922,DEST11060,BUS005922,restaurant,0.55,6,very_near,5
MAP005923,DEST11060,BUS005923,homestay,1.07,5,nearby,5
MAP005924,DEST11060,BUS005924,dhaba,1.17,5,nearby,5
MAP005925,DEST11060,BUS005925,hotel,2.04,8,nearby,5
MAP005926,DEST11060,BUS005926,cafe,2.9,11,nearby,5
MAP005927,DEST11060,BUS005927,guest_house,3.8,15,close,5
MAP005928,DEST11060,BUS005928,homestay,5.16,15,surrounding,5
MAP005929,DEST11061,BUS005929,hotel,0.47,5,very_near,5
MAP005930,DEST11061,BUS005930,restaurant,0.55,6,very_near,5
MAP005931,DEST11061,BUS005931,homestay,1.07,5,nearby,5
MAP005932,DEST11061,BUS005932,dhaba,1.17,5,nearby,5
MAP005933,DEST11061,BUS005933,hotel,2.04,8,nearby,5
MAP005934,DEST11061,BUS005934,cafe,2.9,11,nearby,5
MAP005935,DEST11061,BUS005935,guest_house,3.8,15,close,5
MAP005936,DEST11061,BUS005936,homestay,5.16,15,surrounding,5
MAP005937,DEST11062,BUS005937,hotel,0.47,5,very_near,5
MAP005938,DEST11062,BUS005938,restaurant,0.55,6,very_near,5
MAP005939,DEST11062,BUS005939,homestay,1.07,5,nearby,5
MAP005940,DEST11062,BUS005940,dhaba,1.17,5,nearby,5
MAP005941,DEST11062,BUS005941,hotel,2.04,8,nearby,5
MAP005942,DEST11062,BUS005942,cafe,2.9,11,nearby,5
MAP005943,DEST11062,BUS005943,guest_house,3.8,15,close,5
MAP005944,DEST11062,BUS005944,homestay,5.16,15,surrounding,5
MAP005945,DEST11063,BUS005945,hotel,0.47,5,very_near,5
MAP005946,DEST11063,BUS005946,restaurant,0.55,6,very_near,5
MAP005947,DEST11063,BUS005947,homestay,1.07,5,nearby,5
MAP005948,DEST11063,BUS005948,dhaba,1.17,5,nearby,5
MAP005949,DEST11063,BUS005949,hotel,2.04,8,nearby,5
MAP005950,DEST11063,BUS005950,cafe,2.9,11,nearby,5
MAP005951,DEST11063,BUS005951,guest_house,3.8,15,close,5
MAP005952,DEST11063,BUS005952,homestay,5.16,15,surrounding,5
MAP005953,DEST11064,BUS005953,hotel,0.47,5,very_near,5
MAP005954,DEST11064,BUS005954,restaurant,0.55,6,very_near,5
MAP005955,DEST11064,BUS005955,homestay,1.07,5,nearby,5
MAP005956,DEST11064,BUS005956,dhaba,1.17,5,nearby,5
MAP005957,DEST11064,BUS005957,hotel,2.04,8,nearby,5
MAP005958,DEST11064,BUS005958,cafe,2.9,11,nearby,5
MAP005959,DEST11064,BUS005959,guest_house,3.8,15,close,5
MAP005960,DEST11064,BUS005960,homestay,5.16,15,surrounding,5
MAP005961,DEST11065,BUS005961,hotel,0.47,5,very_near,5
MAP005962,DEST11065,BUS005962,restaurant,0.55,6,very_near,5
MAP005963,DEST11065,BUS005963,homestay,1.07,5,nearby,5
MAP005964,DEST11065,BUS005964,dhaba,1.17,5,nearby,5
MAP005965,DEST11065,BUS005965,hotel,2.04,8,nearby,5
MAP005966,DEST11065,BUS005966,cafe,2.9,11,nearby,5
MAP005967,DEST11065,BUS005967,guest_house,3.8,15,close,5
MAP005968,DEST11065,BUS005968,homestay,5.16,15,surrounding,5
MAP005969,DEST11066,BUS005969,hotel,0.47,5,very_near,5
MAP005970,DEST11066,BUS005970,restaurant,0.55,6,very_near,5
MAP005971,DEST11066,BUS005971,homestay,1.07,5,nearby,5
MAP005972,DEST11066,BUS005972,dhaba,1.17,5,nearby,5
MAP005973,DEST11066,BUS005973,hotel,2.04,8,nearby,5
MAP005974,DEST11066,BUS005974,cafe,2.9,11,nearby,5
MAP005975,DEST11066,BUS005975,guest_house,3.8,15,close,5
MAP005976,DEST11066,BUS005976,homestay,5.16,15,surrounding,5
MAP005977,DEST11067,BUS005977,hotel,0.47,5,very_near,5
MAP005978,DEST11067,BUS005978,restaurant,0.55,6,very_near,5
MAP005979,DEST11067,BUS005979,homestay,1.07,5,nearby,5
MAP005980,DEST11067,BUS005980,dhaba,1.17,5,nearby,5
MAP005981,DEST11067,BUS005981,hotel,2.04,8,nearby,5
MAP005982,DEST11067,BUS005982,cafe,2.9,11,nearby,5
MAP005983,DEST11067,BUS005983,guest_house,3.8,15,close,5
MAP005984,DEST11067,BUS005984,homestay,5.16,15,surrounding,5
MAP005985,DEST11068,BUS005985,hotel,0.47,5,very_near,5
MAP005986,DEST11068,BUS005986,restaurant,0.55,6,very_near,5
MAP005987,DEST11068,BUS005987,homestay,1.07,5,nearby,5
MAP005988,DEST11068,BUS005988,dhaba,1.17,5,nearby,5
MAP005989,DEST11068,BUS005989,hotel,2.04,8,nearby,5
MAP005990,DEST11068,BUS005990,cafe,2.9,11,nearby,5
MAP005991,DEST11068,BUS005991,guest_house,3.8,15,close,5
MAP005992,DEST11068,BUS005992,homestay,5.16,15,surrounding,5
MAP005993,DEST11069,BUS005993,hotel,0.47,5,very_near,5
MAP005994,DEST11069,BUS005994,restaurant,0.55,6,very_near,5
MAP005995,DEST11069,BUS005995,homestay,1.07,5,nearby,5
MAP005996,DEST11069,BUS005996,dhaba,1.17,5,nearby,5
MAP005997,DEST11069,BUS005997,hotel,2.04,8,nearby,5
MAP005998,DEST11069,BUS005998,cafe,2.9,11,nearby,5
MAP005999,DEST11069,BUS005999,guest_house,3.8,15,close,5
MAP006000,DEST11069,BUS006000,homestay,5.16,15,surrounding,5
MAP006001,DEST11218,BUS006001,hotel,0.49,5,very_near,5
MAP006002,DEST11218,BUS006002,restaurant,0.57,6,very_near,5
MAP006003,DEST11218,BUS006003,homestay,1.1,5,nearby,5
MAP006004,DEST11218,BUS006004,dhaba,1.21,5,nearby,5
MAP006005,DEST11218,BUS006005,hotel,2.1,8,nearby,5
MAP006006,DEST11218,BUS006006,cafe,3.0,12,nearby,5
MAP006007,DEST11218,BUS006007,guest_house,3.91,15,close,5
MAP006008,DEST11218,BUS006008,homestay,5.32,15,surrounding,5
MAP006009,DEST11219,BUS006009,hotel,0.49,5,very_near,5
MAP006010,DEST11219,BUS006010,restaurant,0.57,6,very_near,5
MAP006011,DEST11219,BUS006011,homestay,1.1,5,nearby,5
MAP006012,DEST11219,BUS006012,dhaba,1.21,5,nearby,5
MAP006013,DEST11219,BUS006013,hotel,2.1,8,nearby,5
MAP006014,DEST11219,BUS006014,cafe,3.0,12,nearby,5
MAP006015,DEST11219,BUS006015,guest_house,3.91,15,close,5
MAP006016,DEST11219,BUS006016,homestay,5.32,15,surrounding,5
MAP006017,DEST11220,BUS006017,hotel,0.49,5,very_near,5
MAP006018,DEST11220,BUS006018,restaurant,0.57,6,very_near,5
MAP006019,DEST11220,BUS006019,homestay,1.1,5,nearby,5
MAP006020,DEST11220,BUS006020,dhaba,1.21,5,nearby,5
MAP006021,DEST11220,BUS006021,hotel,2.1,8,nearby,5
MAP006022,DEST11220,BUS006022,cafe,2.99,11,nearby,5
MAP006023,DEST11220,BUS006023,guest_house,3.91,15,close,5
MAP006024,DEST11220,BUS006024,homestay,5.32,15,surrounding,5
MAP006025,DEST11221,BUS006025,hotel,0.49,5,very_near,5
MAP006026,DEST11221,BUS006026,restaurant,0.57,6,very_near,5
MAP006027,DEST11221,BUS006027,homestay,1.1,5,nearby,5
MAP006028,DEST11221,BUS006028,dhaba,1.21,5,nearby,5
MAP006029,DEST11221,BUS006029,hotel,2.1,8,nearby,5
MAP006030,DEST11221,BUS006030,cafe,2.99,11,nearby,5
MAP006031,DEST11221,BUS006031,guest_house,3.91,15,close,5
MAP006032,DEST11221,BUS006032,homestay,5.32,15,surrounding,5
MAP006033,DEST11222,BUS006033,hotel,0.49,5,very_near,5
MAP006034,DEST11222,BUS006034,restaurant,0.57,6,very_near,5
MAP006035,DEST11222,BUS006035,homestay,1.1,5,nearby,5
MAP006036,DEST11222,BUS006036,dhaba,1.21,5,nearby,5
MAP006037,DEST11222,BUS006037,hotel,2.1,8,nearby,5
MAP006038,DEST11222,BUS006038,cafe,2.99,11,nearby,5
MAP006039,DEST11222,BUS006039,guest_house,3.91,15,close,5
MAP006040,DEST11222,BUS006040,homestay,5.32,15,surrounding,5
MAP006041,DEST11223,BUS006041,hotel,0.49,5,very_near,5
MAP006042,DEST11223,BUS006042,restaurant,0.57,6,very_near,5
MAP006043,DEST11223,BUS006043,homestay,1.1,5,nearby,5
MAP006044,DEST11223,BUS006044,dhaba,1.21,5,nearby,5
MAP006045,DEST11223,BUS006045,hotel,2.1,8,nearby,5
MAP006046,DEST11223,BUS006046,cafe,3.0,12,nearby,5
MAP006047,DEST11223,BUS006047,guest_house,3.91,15,close,5
MAP006048,DEST11223,BUS006048,homestay,5.32,15,surrounding,5
MAP006049,DEST11224,BUS006049,hotel,0.49,5,very_near,5
MAP006050,DEST11224,BUS006050,restaurant,0.57,6,very_near,5
MAP006051,DEST11224,BUS006051,homestay,1.1,5,nearby,5
MAP006052,DEST11224,BUS006052,dhaba,1.21,5,nearby,5
MAP006053,DEST11224,BUS006053,hotel,2.1,8,nearby,5
MAP006054,DEST11224,BUS006054,cafe,3.0,12,nearby,5
MAP006055,DEST11224,BUS006055,guest_house,3.91,15,close,5
MAP006056,DEST11224,BUS006056,homestay,5.32,15,surrounding,5
MAP006057,DEST11225,BUS006057,hotel,0.49,5,very_near,5
MAP006058,DEST11225,BUS006058,restaurant,0.57,6,very_near,5
MAP006059,DEST11225,BUS006059,homestay,1.1,5,nearby,5
MAP006060,DEST11225,BUS006060,dhaba,1.21,5,nearby,5
MAP006061,DEST11225,BUS006061,hotel,2.1,8,nearby,5
MAP006062,DEST11225,BUS006062,cafe,2.99,11,nearby,5
MAP006063,DEST11225,BUS006063,guest_house,3.91,15,close,5
MAP006064,DEST11225,BUS006064,homestay,5.32,15,surrounding,5
MAP006065,DEST11226,BUS006065,hotel,0.49,5,very_near,5
MAP006066,DEST11226,BUS006066,restaurant,0.57,6,very_near,5
MAP006067,DEST11226,BUS006067,homestay,1.1,5,nearby,5
MAP006068,DEST11226,BUS006068,dhaba,1.21,5,nearby,5
MAP006069,DEST11226,BUS006069,hotel,2.1,8,nearby,5
MAP006070,DEST11226,BUS006070,cafe,2.99,11,nearby,5
MAP006071,DEST11226,BUS006071,guest_house,3.91,15,close,5
MAP006072,DEST11226,BUS006072,homestay,5.32,15,surrounding,5
MAP006073,DEST11227,BUS006073,hotel,0.49,5,very_near,5
MAP006074,DEST11227,BUS006074,restaurant,0.57,6,very_near,5
MAP006075,DEST11227,BUS006075,homestay,1.1,5,nearby,5
MAP006076,DEST11227,BUS006076,dhaba,1.21,5,nearby,5
MAP006077,DEST11227,BUS006077,hotel,2.1,8,nearby,5
MAP006078,DEST11227,BUS006078,cafe,3.0,12,nearby,5
MAP006079,DEST11227,BUS006079,guest_house,3.91,15,close,5
MAP006080,DEST11227,BUS006080,homestay,5.32,15,surrounding,5
MAP006081,DEST11228,BUS006081,hotel,0.49,5,very_near,5
MAP006082,DEST11228,BUS006082,restaurant,0.57,6,very_near,5
MAP006083,DEST11228,BUS006083,homestay,1.1,5,nearby,5
MAP006084,DEST11228,BUS006084,dhaba,1.21,5,nearby,5
MAP006085,DEST11228,BUS006085,hotel,2.1,8,nearby,5
MAP006086,DEST11228,BUS006086,cafe,3.0,12,nearby,5
MAP006087,DEST11228,BUS006087,guest_house,3.91,15,close,5
MAP006088,DEST11228,BUS006088,homestay,5.32,15,surrounding,5
MAP006089,DEST11229,BUS006089,hotel,0.49,5,very_near,5
MAP006090,DEST11229,BUS006090,restaurant,0.57,6,very_near,5
MAP006091,DEST11229,BUS006091,homestay,1.1,5,nearby,5
MAP006092,DEST11229,BUS006092,dhaba,1.21,5,nearby,5
MAP006093,DEST11229,BUS006093,hotel,2.1,8,nearby,5
MAP006094,DEST11229,BUS006094,cafe,3.0,12,nearby,5
MAP006095,DEST11229,BUS006095,guest_house,3.91,15,close,5
MAP006096,DEST11229,BUS006096,homestay,5.32,15,surrounding,5
MAP006097,DEST11230,BUS006097,hotel,0.49,5,very_near,5
MAP006098,DEST11230,BUS006098,restaurant,0.57,6,very_near,5
MAP006099,DEST11230,BUS006099,homestay,1.1,5,nearby,5
MAP006100,DEST11230,BUS006100,dhaba,1.21,5,nearby,5
MAP006101,DEST11230,BUS006101,hotel,2.1,8,nearby,5
MAP006102,DEST11230,BUS006102,cafe,3.0,12,nearby,5
MAP006103,DEST11230,BUS006103,guest_house,3.91,15,close,5
MAP006104,DEST11230,BUS006104,homestay,5.32,15,surrounding,5
MAP006105,DEST11231,BUS006105,hotel,0.49,5,very_near,5
MAP006106,DEST11231,BUS006106,restaurant,0.57,6,very_near,5
MAP006107,DEST11231,BUS006107,homestay,1.1,5,nearby,5
MAP006108,DEST11231,BUS006108,dhaba,1.21,5,nearby,5
MAP006109,DEST11231,BUS006109,hotel,2.1,8,nearby,5
MAP006110,DEST11231,BUS006110,cafe,2.99,11,nearby,5
MAP006111,DEST11231,BUS006111,guest_house,3.91,15,close,5
MAP006112,DEST11231,BUS006112,homestay,5.32,15,surrounding,5
MAP006113,DEST11232,BUS006113,hotel,0.49,5,very_near,5
MAP006114,DEST11232,BUS006114,restaurant,0.57,6,very_near,5
MAP006115,DEST11232,BUS006115,homestay,1.1,5,nearby,5
MAP006116,DEST11232,BUS006116,dhaba,1.21,5,nearby,5
MAP006117,DEST11232,BUS006117,hotel,2.1,8,nearby,5
MAP006118,DEST11232,BUS006118,cafe,3.0,12,nearby,5
MAP006119,DEST11232,BUS006119,guest_house,3.91,15,close,5
MAP006120,DEST11232,BUS006120,homestay,5.32,15,surrounding,5
MAP006121,DEST11233,BUS006121,hotel,0.49,5,very_near,5
MAP006122,DEST11233,BUS006122,restaurant,0.57,6,very_near,5
MAP006123,DEST11233,BUS006123,homestay,1.1,5,nearby,5
MAP006124,DEST11233,BUS006124,dhaba,1.21,5,nearby,5
MAP006125,DEST11233,BUS006125,hotel,2.1,8,nearby,5
MAP006126,DEST11233,BUS006126,cafe,2.99,11,nearby,5
MAP006127,DEST11233,BUS006127,guest_house,3.91,15,close,5
MAP006128,DEST11233,BUS006128,homestay,5.32,15,surrounding,5
MAP006129,DEST11234,BUS006129,hotel,0.49,5,very_near,5
MAP006130,DEST11234,BUS006130,restaurant,0.57,6,very_near,5
MAP006131,DEST11234,BUS006131,homestay,1.1,5,nearby,5
MAP006132,DEST11234,BUS006132,dhaba,1.21,5,nearby,5
MAP006133,DEST11234,BUS006133,hotel,2.1,8,nearby,5
MAP006134,DEST11234,BUS006134,cafe,3.0,12,nearby,5
MAP006135,DEST11234,BUS006135,guest_house,3.91,15,close,5
MAP006136,DEST11234,BUS006136,homestay,5.32,15,surrounding,5
MAP006137,DEST11235,BUS006137,hotel,0.49,5,very_near,5
MAP006138,DEST11235,BUS006138,restaurant,0.57,6,very_near,5
MAP006139,DEST11235,BUS006139,homestay,1.1,5,nearby,5
MAP006140,DEST11235,BUS006140,dhaba,1.21,5,nearby,5
MAP006141,DEST11235,BUS006141,hotel,2.1,8,nearby,5
MAP006142,DEST11235,BUS006142,cafe,3.0,12,nearby,5
MAP006143,DEST11235,BUS006143,guest_house,3.91,15,close,5
MAP006144,DEST11235,BUS006144,homestay,5.32,15,surrounding,5
MAP006145,DEST11236,BUS006145,hotel,0.49,5,very_near,5
MAP006146,DEST11236,BUS006146,restaurant,0.57,6,very_near,5
MAP006147,DEST11236,BUS006147,homestay,1.1,5,nearby,5
MAP006148,DEST11236,BUS006148,dhaba,1.21,5,nearby,5
MAP006149,DEST11236,BUS006149,hotel,2.1,8,nearby,5
MAP006150,DEST11236,BUS006150,cafe,3.0,12,nearby,5
MAP006151,DEST11236,BUS006151,guest_house,3.91,15,close,5
MAP006152,DEST11236,BUS006152,homestay,5.32,15,surrounding,5
MAP006153,DEST11237,BUS006153,hotel,0.49,5,very_near,5
MAP006154,DEST11237,BUS006154,restaurant,0.57,6,very_near,5
MAP006155,DEST11237,BUS006155,homestay,1.1,5,nearby,5
MAP006156,DEST11237,BUS006156,dhaba,1.21,5,nearby,5
MAP006157,DEST11237,BUS006157,hotel,2.1,8,nearby,5
MAP006158,DEST11237,BUS006158,cafe,3.0,12,nearby,5
MAP006159,DEST11237,BUS006159,guest_house,3.91,15,close,5
MAP006160,DEST11237,BUS006160,homestay,5.32,15,surrounding,5
MAP006161,DEST11238,BUS006161,hotel,0.49,5,very_near,5
MAP006162,DEST11238,BUS006162,restaurant,0.57,6,very_near,5
MAP006163,DEST11238,BUS006163,homestay,1.1,5,nearby,5
MAP006164,DEST11238,BUS006164,dhaba,1.21,5,nearby,5
MAP006165,DEST11238,BUS006165,hotel,2.1,8,nearby,5
MAP006166,DEST11238,BUS006166,cafe,3.0,12,nearby,5
MAP006167,DEST11238,BUS006167,guest_house,3.91,15,close,5
MAP006168,DEST11238,BUS006168,homestay,5.32,15,surrounding,5
MAP006169,DEST11239,BUS006169,hotel,0.49,5,very_near,5
MAP006170,DEST11239,BUS006170,restaurant,0.57,6,very_near,5
MAP006171,DEST11239,BUS006171,homestay,1.1,5,nearby,5
MAP006172,DEST11239,BUS006172,dhaba,1.21,5,nearby,5
MAP006173,DEST11239,BUS006173,hotel,2.1,8,nearby,5
MAP006174,DEST11239,BUS006174,cafe,3.0,12,nearby,5
MAP006175,DEST11239,BUS006175,guest_house,3.91,15,close,5
MAP006176,DEST11239,BUS006176,homestay,5.32,15,surrounding,5
MAP006177,DEST11240,BUS006177,hotel,0.49,5,very_near,5
MAP006178,DEST11240,BUS006178,restaurant,0.57,6,very_near,5
MAP006179,DEST11240,BUS006179,homestay,1.1,5,nearby,5
MAP006180,DEST11240,BUS006180,dhaba,1.21,5,nearby,5
MAP006181,DEST11240,BUS006181,hotel,2.1,8,nearby,5
MAP006182,DEST11240,BUS006182,cafe,3.0,12,nearby,5
MAP006183,DEST11240,BUS006183,guest_house,3.91,15,close,5
MAP006184,DEST11240,BUS006184,homestay,5.32,15,surrounding,5
MAP006185,DEST11241,BUS006185,hotel,0.49,5,very_near,5
MAP006186,DEST11241,BUS006186,restaurant,0.57,6,very_near,5
MAP006187,DEST11241,BUS006187,homestay,1.1,5,nearby,5
MAP006188,DEST11241,BUS006188,dhaba,1.21,5,nearby,5
MAP006189,DEST11241,BUS006189,hotel,2.1,8,nearby,5
MAP006190,DEST11241,BUS006190,cafe,3.0,12,nearby,5
MAP006191,DEST11241,BUS006191,guest_house,3.91,15,close,5
MAP006192,DEST11241,BUS006192,homestay,5.32,15,surrounding,5
MAP006193,DEST11242,BUS006193,hotel,0.49,5,very_near,5
MAP006194,DEST11242,BUS006194,restaurant,0.57,6,very_near,5
MAP006195,DEST11242,BUS006195,homestay,1.1,5,nearby,5
MAP006196,DEST11242,BUS006196,dhaba,1.21,5,nearby,5
MAP006197,DEST11242,BUS006197,hotel,2.1,8,nearby,5
MAP006198,DEST11242,BUS006198,cafe,3.0,12,nearby,5
MAP006199,DEST11242,BUS006199,guest_house,3.91,15,close,5
MAP006200,DEST11242,BUS006200,homestay,5.32,15,surrounding,5
MAP006201,DEST11323,BUS006201,hotel,0.48,5,very_near,5
MAP006202,DEST11323,BUS006202,restaurant,0.56,6,very_near,5
MAP006203,DEST11323,BUS006203,homestay,1.07,5,nearby,5
MAP006204,DEST11323,BUS006204,dhaba,1.18,5,nearby,5
MAP006205,DEST11323,BUS006205,hotel,2.06,8,nearby,5
MAP006206,DEST11323,BUS006206,cafe,2.92,11,nearby,5
MAP006207,DEST11323,BUS006207,guest_house,3.83,15,close,5
MAP006208,DEST11323,BUS006208,homestay,5.2,15,surrounding,5
MAP006209,DEST11324,BUS006209,hotel,0.48,5,very_near,5
MAP006210,DEST11324,BUS006210,restaurant,0.56,6,very_near,5
MAP006211,DEST11324,BUS006211,homestay,1.07,5,nearby,5
MAP006212,DEST11324,BUS006212,dhaba,1.18,5,nearby,5
MAP006213,DEST11324,BUS006213,hotel,2.06,8,nearby,5
MAP006214,DEST11324,BUS006214,cafe,2.92,11,nearby,5
MAP006215,DEST11324,BUS006215,guest_house,3.83,15,close,5
MAP006216,DEST11324,BUS006216,homestay,5.2,15,surrounding,5
MAP006217,DEST11325,BUS006217,hotel,0.48,5,very_near,5
MAP006218,DEST11325,BUS006218,restaurant,0.56,6,very_near,5
MAP006219,DEST11325,BUS006219,homestay,1.07,5,nearby,5
MAP006220,DEST11325,BUS006220,dhaba,1.18,5,nearby,5
MAP006221,DEST11325,BUS006221,hotel,2.06,8,nearby,5
MAP006222,DEST11325,BUS006222,cafe,2.92,11,nearby,5
MAP006223,DEST11325,BUS006223,guest_house,3.83,15,close,5
MAP006224,DEST11325,BUS006224,homestay,5.2,15,surrounding,5
MAP006225,DEST11326,BUS006225,hotel,0.48,5,very_near,5
MAP006226,DEST11326,BUS006226,restaurant,0.56,6,very_near,5
MAP006227,DEST11326,BUS006227,homestay,1.07,5,nearby,5
MAP006228,DEST11326,BUS006228,dhaba,1.18,5,nearby,5
MAP006229,DEST11326,BUS006229,hotel,2.06,8,nearby,5
MAP006230,DEST11326,BUS006230,cafe,2.92,11,nearby,5
MAP006231,DEST11326,BUS006231,guest_house,3.83,15,close,5
MAP006232,DEST11326,BUS006232,homestay,5.2,15,surrounding,5
MAP006233,DEST11327,BUS006233,hotel,0.48,5,very_near,5
MAP006234,DEST11327,BUS006234,restaurant,0.56,6,very_near,5
MAP006235,DEST11327,BUS006235,homestay,1.07,5,nearby,5
MAP006236,DEST11327,BUS006236,dhaba,1.18,5,nearby,5
MAP006237,DEST11327,BUS006237,hotel,2.06,8,nearby,5
MAP006238,DEST11327,BUS006238,cafe,2.92,11,nearby,5
MAP006239,DEST11327,BUS006239,guest_house,3.83,15,close,5
