tourist_place_id,tourist_place_name,destination_type,description,city,district,state,country,latitude,longitude,best_time_to_visit,average_visit_duration,estimated_budget,crowd_level,popularity,heritage,nature,adventure,culture,spiritual,family_friendly,accessibility,sustainability,safety_status,nearby_transport,official_website,source_url,source_name,verification_status
DEST08458,Valparai,Attraction,"Valparai is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9388,76.8898,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08459,Aliyar Dam,Attraction,"Aliyar Dam is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9608,76.9238,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08460,Aliyar Reservoir,Attraction,"Aliyar Reservoir is a renowned lake attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9828,76.9578,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08461,Topslip,Attraction,"Topslip is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0048,76.9918,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08462,Loam's View Point,Attraction,"Loam's View Point is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0708,76.8938,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08463,Sholayar Viewpoint,Attraction,"Sholayar Viewpoint is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0928,76.9278,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08464,Nallamudi Viewpoint,Attraction,"Nallamudi Viewpoint is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.1148,76.9618,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08465,Velliangiri Hills,Attraction,"Velliangiri Hills is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0248,76.9318,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08466,Velliangiri Foothills,Attraction,"Velliangiri Foothills is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0468,76.9658,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08467,Kovai Kuttralam Forest,Attraction,"Kovai Kuttralam Forest is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.1128,76.8678,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08468,Black Thunder,Attraction,"Black Thunder is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9568,76.9358,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08469,Kovai Kondattam,Attraction,"Kovai Kondattam is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9788,76.9698,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08470,Pollachi,Attraction,"Pollachi is a renowned heritage attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0228,77.0378,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08471,Pollachi Coconut Groves,Attraction,"Pollachi Coconut Groves is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0448,76.8718,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08472,Vettaikaranpudur,Attraction,"Vettaikaranpudur is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.0668,76.9058,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08473,Valparai Tea Estates,Attraction,"Valparai Tea Estates is a renowned nature attraction in Coimbatore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,10.9988,76.9098,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08474,Pichavaram Boat House,Attraction,"Pichavaram Boat House is a renowned nature attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.796,79.8274,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08475,Devanampattinam Beach,Attraction,"Devanampattinam Beach is a renowned beach attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.818,79.8614,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08476,Parangipettai,Attraction,"Parangipettai is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.84,79.6954,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08477,Porto Novo,Attraction,"Porto Novo is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.662,79.7294,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08478,Bhuvanagiri,Attraction,"Bhuvanagiri is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.684,79.7634,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08479,Veeranam Lake,Attraction,"Veeranam Lake is a renowned lake attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.706,79.7974,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08480,Gadilam River,Attraction,"Gadilam River is a renowned nature attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.794,79.7334,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08481,Gedilam River Estuary,Attraction,"Gedilam River Estuary is a renowned nature attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.816,79.7674,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08482,Vadalur Dharmasalai,Attraction,"Vadalur Dharmasalai is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.66,79.8354,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08483,Gingee Road Heritage Villages,Attraction,"Gingee Road Heritage Villages is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.748,79.7714,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08484,Sethiyathope,Attraction,"Sethiyathope is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.792,79.8394,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08485,Parangipettai Mangroves,Attraction,"Parangipettai Mangroves is a renowned nature attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.814,79.6734,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08486,Killai Backwaters,Attraction,"Killai Backwaters is a renowned nature attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.658,79.7414,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08487,Killai Fishing Village,Attraction,"Killai Fishing Village is a renowned heritage attraction in Cuddalore district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,11.68,79.7754,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08488,Hogenakkal Boat Ride,Attraction,"Hogenakkal Boat Ride is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0751,78.1962,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08489,Hogenakkal Carbonatite Rocks,Attraction,"Hogenakkal Carbonatite Rocks is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0971,78.2302,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08490,Melagiri Hills,Attraction,"Melagiri Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.1191,78.0642,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08491,MavuthamPatti Hills,Attraction,"MavuthamPatti Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.1411,78.0982,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08492,Theerthamalai Hills,Attraction,"Theerthamalai Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.1851,78.1662,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08493,Adhiyaman Kottai,Attraction,"Adhiyaman Kottai is a renowned heritage attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0511,78.0682,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08494,Hogenakkal Forest,Attraction,"Hogenakkal Forest is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0951,78.1362,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08495,Pennagaram,Attraction,"Pennagaram is a renowned heritage attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.1391,78.2042,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08496,Pappireddipatti Hills,Attraction,"Pappireddipatti Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.1611,78.2382,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08497,Vathalmalai Viewpoint,Attraction,"Vathalmalai Viewpoint is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.2051,78.1062,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08498,Sitheri Hills,Attraction,"Sitheri Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0271,78.1402,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08499,Kottapatti Hills,Attraction,"Kottapatti Hills is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0711,78.2082,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST08500,Hanumanthapuram Forest,Attraction,"Hanumanthapuram Forest is a renowned nature attraction in Dharmapuri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Tamil Nadu,Tamil Nadu,Tamil Nadu,India,12.0931,78.2422,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
