"attraction_id","attraction_name","city_name","state_name","district_name","attraction_type","category","tourism_type","significance","unesco_status","asi_status","protected_area_status","ramsar_status","source_name","source_url","evidence_notes"
"ATT000965","Vasudev Mandir","Amroha","Uttar Pradesh","Amroha","Religious","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Amroha","https://amroha.nic.in/","Historic 500-year-old temple complex dedicated to Lord Krishna in the heart of ancient Amroha town."
"ATT000966","Hanuman Garhi, Ayodhya","Ayodhya","Uttar Pradesh","Ayodhya","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","10th-century fortified hilltop temple dedicated to Lord Hanuman, approached by 76 steep stone steps."
"ATT000967","Kanak Bhawan","Ayodhya","Uttar Pradesh","Ayodhya","Religious","Temple","Religious Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Ornate palace temple built in Bundelkhand architectural style, traditionally gifted to Sita by Queen Kaikeyi."
"ATT000968","Nageshwarnath Temple","Ayodhya","Uttar Pradesh","Ayodhya","Religious","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Ancient temple of Lord Shiva said to have been established by Kush, son of Lord Rama, rebuilt in 1750 by Naval Rai."
"ATT000969","Ram Janmabhoomi Mandir","Ayodhya","Uttar Pradesh","Ayodhya","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Monumental stone temple complex dedicated to Lord Rama at his traditional birthplace, built in the Nagara architectural style."
"ATT000970","Saryu Riverfront and Ram Ki Paidi","Ayodhya","Uttar Pradesh","Ayodhya","Religious","Riverfront","Religious Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Extensive flight of sacred bathing ghats along the sacred Saryu River, venue of the world record Deepotsav festival."
"ATT000971","Dattatreya Ashram, Durvasa Dham","Azamgarh","Uttar Pradesh","Azamgarh","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Azamgarh","https://azamgarh.nic.in/","Historic hermitage at the confluence of Tons and Majhui rivers associated with Sage Dattatreya and Sage Durvasa."
"ATT000972","Nizamabad Black Clay Pottery Craft Village","Azamgarh","Uttar Pradesh","Azamgarh","Cultural","Historic Settlement","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Heritage craft centre famous for unique black pottery with silver floral inlay, registered Geographical Indication (GI)."
"ATT000973","Chittaura Jheel and Maharaja Suheldev Memorial","Bahraich","Uttar Pradesh","Bahraich","Historical","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Historic lake and equestrian bronze memorial commemorating 11th-century warrior king Maharaja Suheldev."
"ATT000974","Dargah of Ghazi Saiyyad Salar Masud","Bahraich","Uttar Pradesh","Bahraich","Religious","Monument","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Bahraich","https://bahraich.nic.in/","Revered 11th-century Islamic and interfaith pilgrimage shrine, venue of the famous annual Jeth Mela fair."
"ATT000975","Katarniaghat Wildlife Sanctuary","Bahraich","Uttar Pradesh","Bahraich","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Uttar Pradesh Forest Department","https://upforest.gov.in/","400 sq km protected Terai forest on Girwa river protecting Gangetic dolphins, gharials, tigers, and swamp deer."
"ATT000976","Bhrigu Temple","Ballia","Uttar Pradesh","Ballia","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Ballia","https://ballia.nic.in/","Ancient temple dedicated to Maharishi Bhrigu, author of Bhrigu Samhita; venue of the historic Dadri cattle fair."
"ATT000977","Surha Tal Bird Sanctuary (Jai Prakash Narayan Sanctuary)","Ballia","Uttar Pradesh","Ballia","Wildlife","Wildlife Sanctuary","Nature Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Uttar Pradesh Forest Department","https://upforest.gov.in/","34 sq km natural oxbow lake wetland on the Ganga floodplain, major haven for migratory waterfowl."
"ATT000978","Bhuragarh Fort","Banda","Uttar Pradesh","Banda","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Banda","https://banda.nic.in/","18th-century Bundela fort built by Raja Guman Singh on the banks of Ken River, site of 1857 revolutionary battles."
"ATT000979","Kalinjar Fort","Banda","Uttar Pradesh","Banda","Historical","Fort","Heritage Tourism","Archaeological","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental 10th-century Chandela fortress atop an isolated hillock, featuring rock-cut Nilkanth Mahadev temple, ASI protected."
"ATT000980","Dargah of Waris Ali Shah, Deva Sharif","Bara Banki","Uttar Pradesh","Barabanki","Religious","Monument","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","World-renowned Sufi monument of Saint Haji Waris Ali Shah, symbol of communal harmony hosting the annual Deva Mela."
"ATT000981","Lodheshwar Mahadev Mandir, Mahadeva","Bara Banki","Uttar Pradesh","Barabanki","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Barabanki","https://barabanki.nic.in/","Ancient Mahabharata-era Shiva shrine on the banks of Ghaghara River, major pilgrimage destination during Mahashivratri."
"ATT000982","Parijaat Tree, Kintoor","Bara Banki","Uttar Pradesh","Barabanki","Natural","Botanical Attraction","Nature Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Barabanki","https://barabanki.nic.in/","Ancient sacred baobab tree associated with Mahabharata lore and Queen Kunti, declared a protected natural monument."
"ATT000983","Ahichchhatra Archaeological Ruins","Bareilly","Uttar Pradesh","Bareilly","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient fortified capital city of Northern Panchala kingdom dating from 1000 BCE with massive Buddhist brick stupa, ASI protected."
"ATT000984","Alakhnath Temple","Bareilly","Uttar Pradesh","Bareilly","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Bareilly","https://bareilly.nic.in/","Headquarters of the Anand Akhara of Naga Sanyasis and premier Shiva shrine in the City of Naths."
"ATT000985","Dargah-e-Aala Hazrat","Bareilly","Uttar Pradesh","Bareilly","Religious","Monument","Religious Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Bareilly","https://bareilly.nic.in/","Revered Islamic shrine and burial place of Imam Ahmed Raza Khan, founder of the Barelvi movement."
"ATT000986","Bhadreshwar Nath Mandir","Basti","Uttar Pradesh","Basti","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Basti","https://basti.nic.in/","Historic Shiva temple situated on the banks of Kuwano River, major venue of annual Shivratri pilgrimage."
"ATT000987","Chando Tal","Basti","Uttar Pradesh","Basti","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","District Administration Basti","https://basti.nic.in/","Scenic 5 km long natural waterbody and winter birdwatching wetland near Basti city."
"ATT000988","Haiderpur Wetland","Bijnor","Uttar Pradesh","Bijnor","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2463","69 sq km human-made wetland on the Ganga River, designated Ramsar site supporting over 300 bird species and swamp deer."
"ATT000989","Kanva Ashram, Bijnor","Bijnor","Uttar Pradesh","Bijnor","Historical","Archaeological Site","Heritage Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Bijnor","https://bijnor.nic.in/","Historic hermitage on Malan River where legendary King Bharata, after whom India (Bharat) is named, spent his childhood."
"ATT000990","Najibudaulah's Fort (Pathargarh Fort)","Bijnor","Uttar Pradesh","Bijnor","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1755 CE stone fortress built by Rohilla chief Nawab Najib-ud-Daulah at Najibabad, ASI protected monument."
"ATT000991","Brahmavart Ghat","Bithur","Uttar Pradesh","Kanpur Nagar","Religious","Riverfront","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Sacred ghat on the holy Ganga where Lord Brahma is believed to have performed the yajna after creating mankind."
"ATT000992","Nana Rao Park and Memorial, Bithur","Bithur","Uttar Pradesh","Kanpur Nagar","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Historic memorial grounds commemorating Peshwa Nana Saheb and the nerve centre of the 1857 War of Independence."
"ATT000993","Valmiki Ashram, Bithur","Bithur","Uttar Pradesh","Kanpur Nagar","Religious","Monument","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Hermitage where Sage Valmiki composed the epic Ramayana and Sita gave birth to twin sons Luv and Kush."
"ATT000994","Shamsi Jama Masjid Budaun","Budaun","Uttar Pradesh","Budaun","Historical","Mosque","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental congregational mosque built in 1223 CE by Delhi Sultan Shams-ud-din Iltutmish, third oldest existing mosque in India, ASI protected."
"ATT000995","Tomb of Ikhlas Khan (Roza Ikhlas Khan)","Budaun","Uttar Pradesh","Budaun","Historical","Monument","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","17th-century Mughal mausoleum built over Nawab Ikhlas Khan, ASI protected monument."
"ATT000996","Belon Temple (Sarva Mangala Devi)","Bulandshahr","Uttar Pradesh","Bulandshahr","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Bulandshahr","https://bulandshahar.nic.in/","Ancient temple of Goddess Belon (incarnation of Sarva Mangala), attracting pilgrims from Western UP during Navratri."
"ATT000997","Kuchesar Mud Fort (Rao Raj Vilas)","Bulandshahr","Uttar Pradesh","Bulandshahr","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","18th-century mud-bastion fort built by the Dalal Jat rulers, restored as a heritage destination."
"ATT000998","Devraha Baba Ashram","Deoria","Uttar Pradesh","Deoria","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Deoria","https://deoria.nic.in/","Spiritual hermitage and memorial shrine of revered saint Devraha Baba on the banks of Saryu River at Mayil."
"ATT000999","Dugdheshwar Nath Temple, Rudrapur","Deoria","Uttar Pradesh","Deoria","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Deoria","https://deoria.nic.in/","Ancient Shiva temple housing a Svayambhu (self-manifested) Shivling in Rudrapur, major regional shrine."
"ATT001000","Kailash Mandir Etah","Etah","Uttar Pradesh","Etah","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Etah","https://etah.nic.in/","Historic 148-foot tall spire temple built in 1868 by Raja Dil Sukh Rai dedicated to Lord Shiva."
"ATT001001","Patna Bird Sanctuary","Etah","Uttar Pradesh","Etah","Wildlife","Wildlife Sanctuary","Nature Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Uttar Pradesh Forest Department","https://upforest.gov.in/","Natural wetland sanctuary covered by aquatic macrophytes, hosting over 200,000 birds in peak winter."
"ATT001002","Etawah Safari Park","Etawah","Uttar Pradesh","Etawah","Wildlife","Zoo","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Central Zoo Authority","https://cza.nic.in/","350-hectare drive-through wildlife safari park featuring Asiatic lions, leopards, bears, and antelopes in the ravines."
"ATT001003","National Chambal Sanctuary","Etawah","Uttar Pradesh","Etawah","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Wildlife Institute of India","https://wii.gov.in/","Tri-state river sanctuary conserving the critically endangered Gharial, Gangetic river dolphin, and red-crowned roof turtle."
"ATT001004","Bahu Begum ka Maqbara","Faizabad","Uttar Pradesh","Ayodhya","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental marble mausoleum of Queen Unmatuzzohra, tallest and finest example of Awadhi architecture in Faizabad, ASI protected."
"ATT001005","Gulab Bari (Mausoleum of Nawab Shuja-ud-Daula)","Faizabad","Uttar Pradesh","Ayodhya","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","18th-century rose garden complex and domed mausoleum of Nawab Shuja-ud-Daula, third Nawab of Awadh, ASI protected."
"ATT001006","Guptar Ghat","Faizabad","Uttar Pradesh","Ayodhya","Religious","Riverfront","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Historic flight of stone steps on Saryu River where Lord Rama is believed to have taken Jal Samadhi to return to Vaikuntha."
"ATT001007","Fatehgarh Cantonment Church and Memorial","Farrukhabad-cum-Fatehgarh","Uttar Pradesh","Farrukhabad","Heritage","Church","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Farrukhabad","https://farrukhabad.nic.in/","Historic 19th-century military cantonment church and memorial grounds commemorating 1857 events in Fatehgarh."
"ATT001008","Sankisa Buddhist Archaeological Site","Farrukhabad-cum-Fatehgarh","Uttar Pradesh","Farrukhabad","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient Buddhist pilgrimage site with Ashoka's polished elephant capital where the Buddha is believed to have descended from heaven, ASI protected."
"ATT001009","Bawani Imli Memorial (Bindki)","Fatehpur","Uttar Pradesh","Fatehpur","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Fatehpur","https://fatehpur.nic.in/","Sacred tamarind tree memorial where 52 Indian freedom fighters were hanged together by the British Army on April 28, 1858."
"ATT001010","Renh Archaeological Site","Fatehpur","Uttar Pradesh","Fatehpur","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient mound on the Rind River yielding punch-marked coins and Kushan-period antiquities, ASI protected."
"ATT001011","Buland Darwaza and Jama Masjid","Fatehpur Sikri","Uttar Pradesh","Agra","Historical","Monument","Heritage Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","54-meter high Gate of Magnificence built by Akbar in 1575 leading into the imperial congregational mosque, UNESCO World Heritage Site."
"ATT001012","Panch Mahal and Royal Palace Complex","Fatehpur Sikri","Uttar Pradesh","Agra","Historical","Palace","Heritage Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Five-storey columnar palace pavilion and royal imperial courts of Akbar's 16th-century capital, UNESCO World Heritage Site."
"ATT001013","Tomb of Sheikh Salim Chishti","Fatehpur Sikri","Uttar Pradesh","Agra","Religious","Monument","Religious Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Masterpiece of white marble filigree work and mother-of-pearl inlay honoring Sufi saint Salim Chishti, UNESCO World Heritage Site."
"ATT001014","City Forest Ghaziabad","Ghaziabad","Uttar Pradesh","Ghaziabad","Natural","Garden","Urban Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Ghaziabad Development Authority","https://gdaghaziabad.in/","175-acre urban green belt and nature park on the banks of Hindon River with lake wetlands and walking trails."
"ATT001015","Doodheshwar Nath Temple","Ghaziabad","Uttar Pradesh","Ghaziabad","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Ghaziabad","https://ghaziabad.nic.in/","Ancient temple dedicated to Lord Shiva housing a subterranean Svayambhu lingam, associated with Ravana's father Sage Vishrava."
"ATT001016","Ghazipur Opium Factory Museum","Ghazipur","Uttar Pradesh","Ghazipur","Heritage","Museum","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Ministry of Finance, Government of India","https://goaf.gov.in/","Established in 1820, the world's oldest functioning legal processing facility preserving colonial heritage."
"ATT001017","Tomb of Lord Cornwallis","Ghazipur","Uttar Pradesh","Ghazipur","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental circular Grecian-style rotunda supported by 12 stone columns built in 1805 over Governor-General Cornwallis, ASI protected."
"ATT001018","Parvati Arga Bird Sanctuary","Gonda","Uttar Pradesh","Gonda","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2416","Designated Ramsar site comprising two oxbow lakes in the Terai region sheltering critically endangered vultures and aquatic birds."
"ATT001019","Swaminarayan Chhapaiya Temple","Gonda","Uttar Pradesh","Gonda","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Gonda","https://gonda.nic.in/","Birthplace of Bhagwan Swaminarayan (Ghanshyam Maharaj), major pilgrimage centre with ornate marble shrines."
"ATT001020","Gita Press","Gorakhpur","Uttar Pradesh","Gorakhpur","Cultural","Historic Settlement","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Ministry of Culture, Government of India","https://gitapress.org/","Gandhi Peace Prize-winning institution founded in 1923, the world's largest publisher of Hindu religious literature."
"ATT001021","Gorakhnath Temple","Gorakhpur","Uttar Pradesh","Gorakhpur","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Spiritual headquarters of the Nath monastic order dedicated to Guru Gorakhshanath, spanning a 52-acre holy compound."
"ATT001022","Ramgarh Tal","Gorakhpur","Uttar Pradesh","Gorakhpur","Natural","Lake","Urban Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Gorakhpur Development Authority","https://gdagkp.in/","Sprawling 1,700-acre natural lake with a lakefront promenade, musical fountain, and water tourism facilities."
"ATT001023","Shaheed Ashfaq Ullah Khan Zoological Park (Gorakhpur Zoo)","Gorakhpur","Uttar Pradesh","Gorakhpur","Wildlife","Zoo","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Central Zoo Authority","https://cza.nic.in/","121-acre modern conservation zoo and wetland aviary named after martyr Ashfaq Ullah Khan."
"ATT001024","Chaura Devi Temple","Hamirpur","Uttar Pradesh","Hamirpur","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Hamirpur","https://hamirpur.nic.in/","Ancient temple of Goddess Chaura on the Yamuna bank, prominent cultural landmark of Hamirpur."
"ATT001025","Sangam of Betwa and Yamuna Rivers","Hamirpur","Uttar Pradesh","Hamirpur","Natural","Riverfront","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","District Administration Hamirpur","https://hamirpur.nic.in/","Scenic and sacred geographic confluence of the Yamuna and Betwa rivers flanked by historic temples."
"ATT001026","Sandi Bird Sanctuary","Hardoi","Uttar Pradesh","Hardoi","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2410","Designated Ramsar freshwater marsh wetland on Garra River, protecting Sarus crane and migratory ducks."
"ATT001027","Victoria Memorial Hall, Hardoi","Hardoi","Uttar Pradesh","Hardoi","Historical","Monument","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Hardoi","https://hardoi.nic.in/","Colonial brick clock-tower structure built in memory of Queen Victoria, prominent town square heritage building."
"ATT001028","Dauji Temple, Hathras","Hathras","Uttar Pradesh","Hathras","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Hathras","https://hathras.nic.in/","Historic temple dedicated to Lord Balarama (Dauji) located inside the historic fort grounds of Raja Dayaram."
"ATT001029","Raja Dayaram Fort Ruins","Hathras","Uttar Pradesh","Hathras","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Hathras","https://hathras.nic.in/","Historic 18th-century mud-and-stone fortress of Jat chieftain Raja Dayaram, scene of the 1817 siege by British troops."
"ATT001030","Chaurasi Gumbad, Kalpi","Jalaun","Uttar Pradesh","Jalaun","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","15th-century Lodi-era tomb with 84 arched openings constructed of rubble and lime mortar, ASI protected."
"ATT001031","Lanka Minar and Kalpi Ghats","Jalaun","Uttar Pradesh","Jalaun","Historical","Monument","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Jalaun","https://jalaun.nic.in/","210-foot tower built in 1875 depicting scenes of the Ramayana on the banks of Yamuna in historic Kalpi."
"ATT001032","Atala Mosque","Jaunpur","Uttar Pradesh","Jaunpur","Historical","Mosque","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1408 CE masterpiece of Sharqi architecture commissioned by Sultan Ibrahim Shah Sharqi with massive sloping propylon gate, ASI protected."
"ATT001033","Jama Masjid Jaunpur","Jaunpur","Uttar Pradesh","Jaunpur","Historical","Mosque","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","15th-century grand mosque built on a raised stone plinth by Hussain Shah Sharqi, ASI protected."
"ATT001034","Shahi Bridge (Akbari Bridge)","Jaunpur","Uttar Pradesh","Jaunpur","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","16th-century stone arch bridge over Gomti River built by Munim Khan under Emperor Akbar, unique for its riverside shops, ASI protected."
"ATT001035","Shahi Qila (Jaunpur Fort)","Jaunpur","Uttar Pradesh","Jaunpur","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","14th-century fortress built by Sultan Firoz Shah Tughlaq featuring an ornamental Eastern Gate and Turkish bath (Hammam), ASI protected."
"ATT001036","Barua Sagar Fort and Tal","Jhansi","Uttar Pradesh","Jhansi","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","18th-century stone fortress on an artificial lake created by Orchha Raja Udit Singh, site of the 1744 Maratha-Bundela battle, ASI protected."
"ATT001037","Government Museum Jhansi","Jhansi","Uttar Pradesh","Jhansi","Cultural","Museum","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Department of Culture, Uttar Pradesh","https://uptourism.gov.in/","Museum housing Chandela and Gupta stone sculptures, coins, armory, and historical paintings of Bundelkhand."
"ATT001038","Jhansi Fort","Jhansi","Uttar Pradesh","Jhansi","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental 17th-century granite fort atop Bangira hill, epicentre of Rani Lakshmibai's resistance in 1857, ASI protected."
"ATT001039","Rani Mahal","Jhansi","Uttar Pradesh","Jhansi","Historical","Palace","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Palace residence of Rani Lakshmibai built by Raghu Nath II with ornate mural paintings, now an ASI sculpture museum."
"ATT001040","Gauri Shankar Temple, Kannauj","Kannauj","Uttar Pradesh","Kannauj","Religious","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Kannauj","https://kannauj.nic.in/","Ancient temple dating from the Pratihara dynasty period, central to Kannauj's spiritual heritage."
"ATT001041","Government Archaeological Museum Kannauj","Kannauj","Uttar Pradesh","Kannauj","Cultural","Museum","Cultural Tourism","Archaeological","None","Not ASI Protected","None","Not Ramsar","Department of Culture, Uttar Pradesh","https://uptourism.gov.in/","Museum exhibiting classical terracotta, coins, and sandstone sculptures from the 7th-century capital of King Harshavardhana."
"ATT001042","Lakh Bahosi Bird Sanctuary","Kannauj","Uttar Pradesh","Kannauj","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Uttar Pradesh Forest Department","https://upforest.gov.in/","80 sq km bird sanctuary across two wetlands, one of India's largest shallow waterbird refuges."
"ATT001043","Allen Forest Zoo (Kanpur Zoological Park)","Kanpur","Uttar Pradesh","Kanpur Nagar","Wildlife","Zoo","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Central Zoo Authority","https://cza.nic.in/","185-acre natural forest zoo on a freshwater lake, one of the largest open-habitat zoological parks in Asia."
"ATT001044","J.K. Temple (Radha Krishna Mandir)","Kanpur","Uttar Pradesh","Kanpur Nagar","Religious","Temple","Religious Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Grand white marble temple complex blending traditional nagara spires with modern architectural engineering."
"ATT001045","Kanpur Memorial Church (All Souls Church)","Kanpur","Uttar Pradesh","Kanpur Nagar","Historical","Church","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","1875 Lombardic Gothic red brick cathedral designed by Walter Granville in memory of the 1857 siege of Cawnpore."
"ATT001046","Moti Jheel and Municipal Park","Kanpur","Uttar Pradesh","Kanpur Nagar","Natural","Lake","Urban Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Kanpur Municipal Corporation","https://kmc.up.nic.in/","Historic drinking water reservoir and urban park complex constructed during the British era, premier municipal recreational zone."
"ATT001047","Dudhwa National Park","Lakhimpur","Uttar Pradesh","Lakhimpur Kheri","Wildlife","National Park","Wildlife Tourism","Ecological","None","Not ASI Protected","National Park","Not Ramsar","National Tiger Conservation Authority","https://ntca.gov.in/","490 sq km premier Terai eco-system sanctuary protecting the Indian rhinoceros, royal Bengal tiger, and swamp deer (Barasingha)."
"ATT001048","Frog Temple, Oel (Manduk Mandir)","Lakhimpur","Uttar Pradesh","Lakhimpur Kheri","Religious","Temple","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","District Administration Lakhimpur Kheri","https://kheri.nic.in/","Unique 19th-century Shiva temple built by King of Oel based on Manduk Tantra, seated on the back of a colossal masonry frog."
"ATT001049","Shiv Temple Gola Gokaran Nath","Lakhimpur","Uttar Pradesh","Lakhimpur Kheri","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Uttar Pradesh Tourism","https://uptourism.gov.in/","Ancient Shiva temple known as 'Chhoti Kashi' with a natural depression on the lingam said to bear the thumbprint of Ravana."
