activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000334,Mylapore Cultural & Temple Heritage Walk,Chennai,Tamil Nadu,Chennai,Cultural,Heritage Walk,Cultural Tourism,Beginner,Winter,"Kapaleeshwarar Temple, Tank Precinct & San Thome Basilica",Yes,Tamil Nadu Tourism Development Corporation (TTDC),https://www.tamilnadutourism.tn.gov.in/,"Pedestrian cultural trail through 7th-century Dravidian gopuram temple architecture, bronze idol casting shops, filter coffee joints, and Carnatic music sabhas.",Located in the historic quarter of Mylapore in central Chennai.
ACT000335,Marina Beach Sunrise Coastal Walk & Water Sports,Chennai,Tamil Nadu,Chennai,Leisure,Scenic Tour,Leisure Tourism,All Levels,Year-round,Marina Beach Promenade (Triumph of Labour to Lighthouse),Yes,Greater Chennai Corporation & Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,"Early morning coastal walking along the world's second-longest urban natural beach (13 km), viewing historical statues and colonial beachfront landmarks.",Stretches along the eastern waterfront of Chennai.
ACT000336,Chidambara Rahasya Cosmic Dance Spiritual Heritage Walk,Chidambaram,Tamil Nadu,Cuddalore,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Thillai Nataraja Temple Complex,Yes,Thillai Nataraja Temple Podu Dikshitars & Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,"Walking pilgrimage through the 51-acre ancient temple dedicated to Nataraja (Lord of Dance), observing the golden roofed Chit Sabha and the formless space ritual (Chidambara Rahasya).",Located in the heart of Chidambaram town.
ACT000337,Anamalai Tiger Reserve Wildlife Safari & Elephant Camp,Coimbatore,Tamil Nadu,Coimbatore,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Anamalai Tiger Reserve (Topslip & Kozhikamuthi Elephant Camp),Yes,Tamil Nadu Forest Department & ATR Directorate,https://atrtiger.com/,"Forest department van and safari rides through the Indira Gandhi Wildlife Sanctuary tracking wild elephants, Nilgiri tahrs, and gaurs.","Topslip entrance is located in Coimbatore district, 70 km south of Coimbatore city."
ACT000338,Siruvani Waterfalls Rainforest Trek,Coimbatore,Tamil Nadu,Coimbatore,Nature,Nature Walk,Eco Tourism,Moderate,Monsoon,Siruvani Hills & Forest Eco-Tourism Zone,Yes,Tamil Nadu Forest Department & TTDC,https://www.tamilnadutourism.tn.gov.in/,"Guided forest department trek through the Western Ghats to the mineral-rich Siruvani waterfalls, renowned for tasting as the world's second tastiest natural water.",Located 35 km west of Coimbatore city.
ACT000339,Pichavaram Mangrove Forest Boating & Kayaking,Cuddalore,Tamil Nadu,Cuddalore,Water,Boating,Eco Tourism,Beginner,Year-round,Pichavaram Mangrove Forest (Ramsar Site),Yes,Tamil Nadu Tourism Development Corporation (TTDC) & Forest Dept,https://www.tamilnadutourism.tn.gov.in/,"Row and motorboat excursions traversing the world's second-largest mangrove forest system across 4,400 interconnecting tidal water channels.","Located near Chidambaram in Cuddalore district, 40 km from Cuddalore city."
ACT000340,Coracle Boat Ride in Waterfalls Canyon,Dharmapuri,Tamil Nadu,Dharmapuri,Water,Boating,Adventure Tourism,Beginner,Seasonal,Hogenakkal Falls Gorge (Kaveri River),Yes,Tamil Nadu Tourism Development Corporation (TTDC),https://www.tamilnadutourism.tn.gov.in/,Riding circular woven coracle boats (parisal) directly under the thundering spray of Kaveri waterfalls through deep carbonatite rock gorges.,Hogenakkal is situated 46 km west of Dharmapuri town.
ACT000341,Kanchipuram Silk Saree Weaving Craft Tour,Kanchipuram,Tamil Nadu,Kanchipuram,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Weavers Cooperative Societies & Traditional Pit Loom Houses,Yes,"Co-optex & Department of Handlooms, Government of Tamil Nadu",https://kancheepuram.nic.in/tourist-places/,Direct loom interactions witnessing master weavers crafting pure mulberry silk sarees with heavy gold zari borders using the Korvai interlocking three-shuttle technique.,Located throughout the weaving wards of Kanchipuram city.
ACT000342,Triveni Sangam Ferry Cruise & Sunrise Coastal Walk,Kanniyakumari,Tamil Nadu,Kanniyakumari,Water,Boating,Cultural Tourism,All Levels,Year-round,Vivekananda Rock Memorial Ferry & Sunset Point Promenade,Yes,Poompuhar Shipping Corporation Limited & Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,Passenger ferry service crossing the ocean channel to Vivekananda Rock Memorial and the 133-foot Thiruvalluvar Statue at the southernmost tip of mainland India.,Located on the oceanfront of Kanniyakumari.
ACT000343,Kodaikanal Lake Boating & Cycling Circuit,Kodaikanal,Tamil Nadu,Dindigul,Water,Boating,Leisure Tourism,Beginner,Year-round,Kodai Lake Boat Club & Perimeter Walkway,Yes,Tamil Nadu Tourism Development Corporation (TTDC),https://www.tamilnadutourism.tn.gov.in/,"Boating on the star-shaped 60-acre artificial lake built in 1863, combined with renting bicycles for the 5-km scenic perimeter road.",Forms the geographical center of Kodaikanal hill town.
ACT000344,Coaker's Walk & Green Valley Nature Stroll,Kodaikanal,Tamil Nadu,Dindigul,Nature,Nature Walk,Eco Tourism,Beginner,Year-round,Coaker's Walk Pedestrian Cliff Path & Telescope Point,Yes,Kodaikanal Municipality & Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,1-km paved cliffside promenade walk constructed along steep mountain slopes offering views of Pambar river valley and occasional 'Brocken Spectre' cloud phenomena.,Located 500m from Kodai lake in central Kodaikanal.
ACT000345,Mahamaham Sacred Tank Spiritual Walk & Brass Craft Tour,Kumbakonam,Tamil Nadu,Thanjavur,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,"Mahamaham Tank, Sarangapani Temple & Brassware Workshops",Yes,Tamil Nadu Tourism & Kumbakonam Municipality,https://www.tamilnadutourism.tn.gov.in/,"Spiritual circumambulation around the 6.2-acre Mahamaham sacred tank with 16 mandapams, combined with visiting artisan brassware vessel and bell-metal workshops.",Located in the center of Kumbakonam town.
ACT000346,Meenakshi Amman Temple Spiritual Heritage Walk,Madurai,Tamil Nadu,Madurai,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Arulmigu Meenakshi Sundareswarar Temple Complex,Yes,Hindu Religious & Charitable Endowments (HR&CE) & Tamil Nadu Tourism,https://maduraimeenakshi.hrce.tn.gov.in/,"Guided walking pilgrimage through the 14 colossal sculptured gopurams, Hall of Thousand Pillars, musical stone pillars, and the evening procession ceremony.",Situated in the ancient circular core of Madurai city.
ACT000347,Old Madurai Night Street Food & Jigarthanda Trail,Madurai,Tamil Nadu,Madurai,Cultural,Culinary Tour,Cultural Tourism,Beginner,Year-round,"East Masi Street, Town Hall Road & Famous Jigarthanda Outlets",Yes,Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,"Gastronomic food walk tasting authentic Madurai bun parotta, kari dosa, idlis at Murugan Idli Shop, and the cooling almond gum dessert beverage 'Famous Jigarthanda'.",Encompasses the street food market quarters of Madurai.
ACT000348,Ocean Surfing & Stand-Up Paddleboarding,Mamallapuram,Tamil Nadu,Chengalpattu,Adventure,Surfing,Adventure Tourism,Moderate,Seasonal,Mahabalipuram Point Break & Covelong Point Surf School,Yes,Surfing Federation of India & Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,"Internationally renowned right-hand sand point break offering world-class surfing, certified surf camps, and annual Asian surfing competitions.",Directly adjacent to the UNESCO Shore Temple on the beachfront of Mamallapuram.
ACT000349,UNESCO Monolithic Rock Sculptures Architectural Walk,Mamallapuram,Tamil Nadu,Chengalpattu,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Pancha Rathas, Descent of the Ganges & Shore Temple",Yes,Archaeological Survey of India (ASI) & UNESCO World Heritage,https://asi.nic.in/,"Walking tour of 7th-century Pallava dynasty open-air bas-reliefs, Arjuna's Penance, Krishna's Butterball, and monolithic carved chariot temples.",Located throughout the town center of Mamallapuram.
ACT000350,22 Theerthams Purification Walk & Coral Reef Boating,Ramanathapuram,Tamil Nadu,Ramanathapuram,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Ramanathaswamy Temple Complex & Agni Theertham (Rameswaram),Yes,HR&CE Department & Tamil Nadu Tourism,https://rameswaramtemple.hrce.tn.gov.in/,"Ritual sacred walking bath through 22 holy water wells inside the world's longest pillared temple corridor, combined with glass-bottom boat rides on Gulf of Mannar coral reefs.","Rameswaram is located in Ramanathapuram district, 55 km from Ramanathapuram town."
ACT000351,Dhanushkodi Ghost Town & Ram Setu 4x4 Jeep Safari,Ramanathapuram,Tamil Nadu,Ramanathapuram,Adventure,Safari,Heritage Tourism,Beginner,Winter,Dhanushkodi Sand Spit & Arichal Munai (Ram Setu Point),Yes,Tamil Nadu Tourism,https://www.tamilnadutourism.tn.gov.in/,"Off-road beach safaris over shifting sea sand to the submerged ruins of Dhanushkodi town destroyed in the 1964 cyclone, reaching the closest point to Sri Lanka.",Located at the southeastern tip of Pamban Island in Ramanathapuram district.
ACT000352,Great Living Chola Temple UNESCO Architectural Walk,Thanjavur,Tamil Nadu,Thanjavur,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Brihadisvara Temple (Peruvudaiyar Kovil - UNESCO),Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Guided exploration of Emperor Raja Raja Chola I's 1010 CE granite masterpiece, its 66-meter vimana tower capped with an 80-tonne monolithic stone cupola, and Chola frescoes.",Located in central Thanjavur.
ACT000353,Thanjavur Painting & Bronze Casting Artisan Tour,Thanjavur,Tamil Nadu,Thanjavur,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Swamimalai Artisan Quarter & Thanjavur Royal Palace Workshops,Yes,"Department of Handlooms & Handicrafts, Tamil Nadu",https://www.tamilnadutourism.tn.gov.in/,Master workshops demonstrating 22-carat gold foil Tanjore painting embellishments and lost-wax bronze idol casting (GI tagged).,Located within Thanjavur city and adjacent craft hub Swamimalai.
ACT000354,Rockfort Temple 437-Step Pilgrimage Climb,Tiruchchirappalli,Tamil Nadu,Tiruchirappalli,Spiritual,Spiritual Walk,Spiritual Tourism,Moderate,Year-round,Tiruchirappalli Rockfort (Ucchi Pillayar Temple),Yes,Archaeological Survey of India & Tamil Nadu Tourism,https://tiruchirappalli.nic.in/tourist-places/,Barefoot stone stair climb of 437 steps carved into an 83-meter high Precambrian rock dating back 3.8 billion years to reach the hilltop Ganesha temple.,Dominates the skyline of central Tiruchirappalli.
ACT000355,Musical Stone Pillars Temple Walk & Tamirabarani Snan,Tirunelveli,Tamil Nadu,Tirunelveli,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Nellaiappar Temple & Kurukkuthurai Ghats,Yes,HR&CE Department & Tamil Nadu Tourism,https://tirunelveli.nic.in/tourist-places/,"Walking tour through the 7th-century temple exploring the monolithic musical stone pillars that produce classical musical swaras when tapped, and tasting Tirunelveli Halwa.",Located in the historic temple center of Tirunelveli town.
ACT000356,Pearl City Harbour Cruise & Marine Biosphere Snorkeling,Thoothukudi,Tamil Nadu,Thoothukudi,Water,Boating,Eco Tourism,Beginner,Seasonal,"V.O.C. Port Harbour, Hare Island & Gulf of Mannar Marine Biosphere",Yes,Tamil Nadu Tourism Development Corporation (TTDC),https://thoothukudi.nic.in/tourist-places/,"Boat cruises from the old harbour to Hare Island, observing pearl oyster beds, coral formations, and sea anemones in the protected marine biosphere reserve.",Located on the coastline of Thoothukudi (Tuticorin).
ACT000357,Nilgiri Mountain Railway Toy Train Joyride,Udhagamandalam,Tamil Nadu,The Nilgiris,Leisure,Scenic Tour,Heritage Tourism,All Levels,Year-round,Ooty to Coonoor / Mettupalayam (UNESCO Mountain Railway),Yes,"Southern Railway, Indian Railways & UNESCO World Heritage",https://sr.indianrailways.gov.in/,"Riding the historic 1908 meter-gauge steam rack-and-pinion locomotive ascending through 208 curves, 16 tunnels, and 250 bridges amidst Nilgiri tea hills.",Departs from Udhagamandalam (Ooty) railway station.
ACT000358,Ooty Lake Boating & Bicycle Trail,Udhagamandalam,Tamil Nadu,The Nilgiris,Water,Boating,Leisure Tourism,Beginner,Year-round,Ooty Lake Boat House & Perimeter Cycling Path,Yes,Tamil Nadu Tourism Development Corporation (TTDC),https://www.tamilnadutourism.tn.gov.in/,"Motor, row, and pedal boating on the 65-acre artificial lake constructed in 1824, alongside lakeside cycling trails.",Located 1 km from Ooty town center.
ACT000359,Doddabetta Peak Mountain Trekking,Udhagamandalam,Tamil Nadu,The Nilgiris,Adventure,Trekking,Nature Tourism,Moderate,Summer,"Doddabetta Peak & Telescope House (2,637m)",Yes,Tamil Nadu Forest Department & TTDC,https://www.forests.tn.gov.in/,"Trekking trail ascending the highest mountain in the Nilgiris range, providing panoramic views across Coimbatore plains and Mukurthi National Park.",Situated 9 km east of Ooty.
ACT000360,Vellore Fort Moat Boating & Golden Temple Spiritual Walk,Vellore,Tamil Nadu,Vellore,Cultural,Heritage Walk,Cultural Tourism,Beginner,Year-round,Vellore Fort (Jalakanteswarar Temple) & Sripuram Golden Temple,Yes,Archaeological Survey of India & Sri Narayani Peedam,https://vellore.nic.in/tourist-places/,"Walking tour of the 16th-century Vijayanagara granite water-fort with grand moats, and star-shaped walking path at Sripuram Golden Temple covered in 1,500 kg of pure gold foil.",Fort is located in central Vellore; Golden Temple is 8 km away at Malaikodi.
ACT000361,Golconda Fort Sound and Light Show & Citadel Walk,Hyderabad,Telangana,Hyderabad,Cultural,Heritage Walk,Heritage Tourism,Moderate,Year-round,Golconda Fort Complex (Bala Hissar to Baradari),Yes,Archaeological Survey of India & Telangana Tourism (TSTDC),https://tourism.telangana.gov.in/,"Climbing 380 stone steps through acoustic engineering gateways where a handclap at Fateh Darwaza is heard at Bala Hissar, and evening sound & light show.",Located 11 km west of Hyderabad city center.
ACT000362,Old City Charminar Heritage & Street Food Walk,Hyderabad,Telangana,Hyderabad,Cultural,Culinary Tour,Cultural Tourism,Beginner,Year-round,"Charminar, Laad Bazaar (Choodi Bazaar) & Chowmahalla Palace",Yes,Telangana Tourism & GHMC,https://tourism.telangana.gov.in/,"Guided walking tour through lacquer bangles bazaars, Ittar perfume shops, Irani chai and Osmania biscuit bakeries, and authentic Hyderabadi Dum Biryani.",Located in the historic heart of Old Hyderabad.
ACT000363,Hussain Sagar Lake Motorboat Cruise,Hyderabad,Telangana,Hyderabad,Water,Boating,Leisure Tourism,Beginner,Year-round,Lumbini Park Jetty to Monolithic Buddha Statue,Yes,Telangana State Tourism Development Corporation (TSTDC),https://tourism.telangana.gov.in/,"Speedboat, mechanized launch, and dinner cruises on the 1562 artificial lake leading to the 18-meter monolithic granite Buddha statue.",Located in the center of Hyderabad-Secunderabad twin cities.
ACT000364,Crocodile & Waterfowl Boat Safari,Sangareddi,Telangana,Sangareddy,Wildlife,Boat Safari,Eco Tourism,Beginner,Winter,Manjeera Wildlife Sanctuary & Crocodile Breeding Centre,Yes,Telangana Forest Department,https://forests.telangana.gov.in/,"Paddle and motorboat safaris along the riverine sanctuary observing mugger crocodiles, fresh water turtles, and over 70 species of wetland birds.",Located 5 km from Sangareddy town.
ACT000365,UNESCO Kakatiya Heritage & Ramappa Temple Walk,Warangal,Telangana,Warangal,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Warangal Fort (Keerthi Thoranas) & Ramappa Temple (UNESCO),Yes,Archaeological Survey of India & Telangana Tourism,https://tourism.telangana.gov.in/,"Guided architectural tour of Kakatiya stone gateways, Thousand Pillar Temple, and the UNESCO-inscribed Ramappa Temple built with floating bricks.",Located in Warangal and the adjacent Palampet heritage cluster (65 km).
ACT000366,Laknavaram Lake Hanging Bridge & Speedboat Safari,Warangal,Telangana,Mulugu,Water,Boating,Adventure Tourism,Beginner,Year-round,Laknavaram Lake Eco-Tourism Zone,Yes,Telangana State Tourism Development Corporation (TSTDC),https://tourism.telangana.gov.in/,"Walking across the 160-meter suspension hanging bridge connecting isolated lake islands, alongside speedboat rides through lush forested hillocks.",Located 70 km northeast of Warangal city.
ACT000367,Neermahal Water Palace Boat Safari & Lake Tour,Agartala,Tripura,West Tripura,Water,Boating,Heritage Tourism,Beginner,Winter,Neermahal (Rudrasagar Lake - Ramsar Site),Yes,Tripura Tourism Development Corporation Limited (TTDCL),https://tripuratourism.gov.in/,Motorboat cruises across the 5-sq-km Rudrasagar lake to the magnificent floating red-and-white water palace built in 1930 by Maharaja Bir Bikram Kishore Manikya.,"Located at Melaghar, 50 km south of Agartala."
ACT000368,Clouded Leopard & Primate Safari Walk,Agartala,Tripura,Sipahijala,Wildlife,Safari,Wildlife Tourism,Beginner,Year-round,Sepahijala Wildlife Sanctuary & Clouded Leopard National Park,Yes,Tripura Forest Department,https://forest.tripura.gov.in/,"Electric vehicle and walking safaris observing captive breeding enclosures of rare clouded leopards, Phayre's leaf monkeys (spectacled langur), and boating on the sanctuary lake.",Located 28 km south of Agartala.
ACT000369,Taj Mahal Sunrise & Moonlight Heritage Walk,Agra,Uttar Pradesh,Agra,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Taj Mahal UNESCO Monument Complex & Eastern Gate Promenade,Yes,Archaeological Survey of India (ASI) & Uttar Pradesh Tourism,https://uptourism.gov.in/en/post/agra,Officially ticketed sunrise and specialized full-moon night viewing walks inside the UNESCO World Heritage marble mausoleum grounds.,Located along the Yamuna riverfront in Agra city.
ACT000370,Mughal Heritage Kachhpura Village Walk,Agra,Uttar Pradesh,Agra,Cultural,Village Tourism,Rural Tourism,Beginner,Winter,Kachhpura Village & Mehtab Bagh Riverside,Yes,Uttar Pradesh Tourism & Agra District Administration,https://uptourism.gov.in/en/post/agra,"Community-led walking tour through historic rural artisan settlement with Humayun Mosque, Gyarah Sidi astronomical site, and Sanjhi paper-cutting art.",Located across the Yamuna river opposite Taj Mahal within Agra.
ACT000371,Old Agra Street Food & Petha Artisan Walk,Agra,Uttar Pradesh,Agra,Cultural,Culinary Tour,Cultural Tourism,Beginner,Winter,"Kinari Bazaar, Seth Gali & Sadar Bazaar",Yes,Uttar Pradesh Tourism,https://uptourism.gov.in/en/post/agra,"Guided gastronomic trail through the historic bazaars tasting bedai-kachori, jalebi, dalmoth, and observing authentic ash-gourd Petha candy making.",Located in the historic commercial quarters of Agra city.
ACT000372,Ram Janmabhoomi & Saryu Riverfront Heritage Walk,Ayodhya,Uttar Pradesh,Ayodhya,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,"Shri Ram Janmabhoomi Complex, Hanumangarhi & Ram Ki Paidi",Yes,Ayodhya Teerth Vikas Parishad & UP Tourism,https://uptourism.gov.in/en/post/ayodhya,"Spiritual walking trail visiting the newly consecrated grand temple, 76-step fortified Hanumangarhi, and Saryu River Maha Aarti at Ram Ki Paidi.",Encompasses the sacred core and riverfront of Ayodhya city.
ACT000373,Saryu River Evening Cruise & Boating,Ayodhya,Uttar Pradesh,Ayodhya,Water,Boating,Leisure Tourism,Beginner,Year-round,Naya Ghat to Guptar Ghat Saryu River Stretch,Yes,Ayodhya Development Authority & UP Tourism,https://uptourism.gov.in/en/post/ayodhya,Solar-powered cruise vessels and wooden boat rides along the ghats where Lord Rama took Jal Samadhi.,Operates along the Saryu riverfront of Ayodhya.
ACT000374,Dolphin & Crocodile Wildlife Boat Safari,Bahraich,Uttar Pradesh,Bahraich,Wildlife,Boat Safari,Wildlife Tourism,Beginner,Seasonal,Katarniaghat Wildlife Sanctuary (Geruwa River),Yes,"Dudhwa Tiger Reserve / Katarniaghat Wildlife Division, UP",https://dudhwatigerreserve.com/,"Motorboat safaris down the Geruwa river observing critically endangered fish-eating gharials, mugger crocodiles, and playful freshwater Gangetic dolphins.",Katarniaghat sanctuary is located in Bahraich district.
ACT000375,Kalinjar Mountain Citadel Hilltop Fortress Trek,Banda,Uttar Pradesh,Banda,Adventure,Trekking,Heritage Tourism,Moderate,Winter,Kalinjar Fort (Vindhya Range Hilltop - 800 ft),Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Trekking through the 7 grand defensive gates (Alamgir to Kafir Gati) of the historically impregnable Chandela fortress, Neelkanth Shiva rock-cut temple, and ancient water reservoirs.","Kalinjar is situated in Banda district, 55 km from Banda town."
ACT000376,Ramsar Wetland Bird Watching Safari,Bijnor,Uttar Pradesh,Bijnor,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Haiderpur Wetland (Ramsar Site),Yes,Uttar Pradesh Forest Department & WWF-India,https://bijnor.nic.in/tourist-places/,Guided bird safaris across the human-made wetland on the Madhya Ganga Barrage sheltering swamp deer and over 300 bird species.,Located on the border of Bijnor and Muzaffarnagar districts on the Ganges.
ACT000377,Ghat Boating & Nana Saheb Memorial Heritage Walk,Bithur,Uttar Pradesh,Kanpur Nagar,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,"Brahmavart Ghat, Valmiki Ashram & Nana Rao Park",Yes,Uttar Pradesh Tourism & Kanpur District Administration,https://kanpurnagar.nic.in/tourist-place/bithoor/,Ganga boat rides and historical walks at the epic center of the 1857 revolt and the traditional hermitage where Sita gave birth to Luv and Kush.,"Located along the Ganga riverfront in Bithur, 20 km upstream from Kanpur."
ACT000378,Mughal Imperial Palace & Courtyard Walk,Fatehpur Sikri,Uttar Pradesh,Agra,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Fatehpur Sikri UNESCO Citadel (Buland Darwaza to Diwan-i-Khas),Yes,Archaeological Survey of India (ASI) & UP Tourism,https://asi.nic.in/,"Interpretive architectural walking tour through Emperor Akbar's 16th-century red sandstone capital, Anup Talao, Panch Mahal, and tomb of Sheikh Salim Chishti.",Encompasses the hilltop fortified palace complex of Fatehpur Sikri.
ACT000379,Lakefront Boating and Water Sports,Gorakhpur,Uttar Pradesh,Gorakhpur,Water,Boating,Leisure Tourism,Beginner,Year-round,Ramgarh Tal Lakefront,Yes,Gorakhpur Development Authority (GDA) & UP Tourism,https://gorakhpur.nic.in/tourist-place/ramgarh-tal/,"Speedboating, pedal boating, double-decker cruise rides, and laser light shows on the massive 1,700-acre natural water body.",Located on the south-eastern fringe of Gorakhpur city.
ACT000380,Jhansi Fort Siege & Rani Lakshmibai Heritage Walk,Jhansi,Uttar Pradesh,Jhansi,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Jhansi Fort (Balwant Nagar Hill) & Rani Mahal,Yes,Archaeological Survey of India (ASI) & UP Tourism,https://jhansi.nic.in/tourist-places/,"Guided walking tour through the ramparts of the 1857 Rebellion, jumping spot of Rani Lakshmibai on her horse, Karak Bijli cannon, and Rani Mahal frescoes.",Located on Bangira hill in the middle of Jhansi city.
ACT000381,Traditional Ittar Perfume Distillation Workshop Tour,Kannauj,Uttar Pradesh,Kannauj,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Winter,Bara Bazaar & Traditional Deg-Bhapka Distilleries,Yes,Fragrance and Flavour Development Centre (FFDC) & UP Tourism,https://kannauj.nic.in/tourist-places/,"Factory and workshop visits in India's Perfume Capital observing the hydro-distillation of Mitti Attar (petrichor scent), Gulab, and Ruh Khus in ancient copper stills.",Located inside the ancient perfumery quarters of Kannauj town.
ACT000382,1857 Mutiny Memorial Walk & Allen Forest Safari,Kanpur,Uttar Pradesh,Kanpur Nagar,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Kanpur Memorial Church, Nana Rao Park & Allen Forest Zoo",Yes,Archaeological Survey of India & UP Tourism,https://kanpurnagar.nic.in/tourist-places/,"Historical walking tour exploring the 1857 Siege of Cawnpore memorials, Gothic church architecture, and walking safaris through the natural forest enclosure at Allen Forest Zoo.",Located in central Kanpur.
ACT000383,Terai Wildlife Jeep Safari & Elephant Ride,Lakhimpur,Uttar Pradesh,Kheri,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Dudhwa National Park (Dudhwa Tiger Reserve),Yes,Dudhwa Tiger Reserve Administration & UP Forest Department,https://dudhwatigerreserve.com/,"Open jeep safaris and departmental elephant tracking through tall elephant grass to view one-horned rhinoceroses, Bengal tigers, and Barasingha.","Dudhwa is located in Lakhimpur Kheri district, with Lakhimpur serving as administrative district headquarters."
ACT000384,Awadhi Culinary Heritage Food Walk,Lucknow,Uttar Pradesh,Lucknow,Cultural,Culinary Tour,Cultural Tourism,Beginner,Winter,"Chowk Bazaar, Aminabad & Hazratganj",Yes,Uttar Pradesh Tourism,https://uptourism.gov.in/en/post/lucknow,"Renowned culinary trail tasting authentic melt-in-mouth Galouti kababs, Dum Biryani, Sheermal, Nihari-Kulcha, and Makhan Malai.",Located through the historic market streets of Lucknow.
ACT000385,Bhool Bhulaiya Labyrinth & Imambara Architectural Walk,Lucknow,Uttar Pradesh,Lucknow,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,"Bara Imambara, Chhota Imambara & Rumi Darwaza Precinct",Yes,Hussainabad Trust & Archaeological Survey of India,https://lucknow.nic.in/tourist-places/,Guided exploration of Nawab Asaf-ud-Daula's colossal pillarless vaulted hall and the 489 identical doorway three-dimensional labyrinth (Bhool Bhulaiya).,Located in Old Lucknow along the Gomti river basin.
ACT000386,Chikankari & Zardozi Artisan Workshop Tour,Lucknow,Uttar Pradesh,Lucknow,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Chowk Artisan Centers & SEWA Lucknow Cooperatives,Yes,"Department of MSME, Government of UP & UP Tourism",https://uptourism.gov.in/en/post/lucknow,Master craftsperson demonstrations of the 36 delicate shadow embroidery needlework stitches (Chikan) and metallic gold thread embroidery (Zardozi).,Located in the heritage crafts clusters of Lucknow city.
ACT000387,Krishna Janmabhoomi & Yamuna Ghat Spiritual Walk,Mathura,Uttar Pradesh,Mathura,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Shri Krishna Janmasthan Complex & Vishram Ghat,Yes,Braj Teerth Vikas Parishad & UP Tourism,https://uptourism.gov.in/en/post/mathura,"Sacred walking pilgrimage through Krishna's birthplace prison cell, Dwarkadhish temple, and evening Yamuna Aarti on Vishram Ghat.",Located in the historic center and riverfront of Mathura.
ACT000388,1857 First War of Independence Revolution Heritage Walk,Meerut,Uttar Pradesh,Meerut,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Shahid Smarak, St. John's Church & Government Freedom Struggle Museum",Yes,"Department of Culture, Uttar Pradesh & UP Tourism",https://meerut.nic.in/tourist-places/,"Commemorative pedestrian trail tracing the outbreak of the May 10, 1857 revolution, Sepoy barracks, historic British cemetery, and war memorial museum.",Located in Meerut cantonment.
ACT000389,Vindhyachal Ropeway Pilgrimage & Chunar Fort Trek,Mirzapur-Vindhyachal,Uttar Pradesh,Mirzapur,Spiritual,Spiritual Walk,Spiritual Tourism,Moderate,Year-round,Maa Vindhyavasini Kali Khoh Ropeway & Chunar Fort,Yes,Vindhya Teerth Vikas Parishad & UP Tourism,https://mirzapur.nic.in/tourist-places/,"Pilgrimage ropeway ascent across the Trikon Parikrama hills and cliffside trek around the 2,000-year-old rock-faced Chunar Fort overlooking the Ganges.",Spans the Vindhyachal temple zone and adjacent Chunar bluff in Mirzapur.
ACT000390,Brassware Metalcraft Factory Artisan Workshop Tour,Moradabad,Uttar Pradesh,Moradabad,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Winter,Brass City Industrial & Artisan Workshop Enclaves,Yes,Export Promotion Council for Handicrafts & UP Tourism,https://moradabad.nic.in/tourist-places/,"Factory and atelier walking tours in 'Peetal Nagri' observing sand casting, polishing, engraving, and electroplating of brass vases, candle stands, and ornamental sculptures.",Located within the industrial and artisan hubs of Moradabad city.
