cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0480,Shikharji Jain Pilgrimage and Satvik Culinary Tradition,Giridih,Jharkhand,Giridih,Cultural Practice,Sacred Mountain Parikrama and Jain Temple Architecture,Cultural Tourism,"Holiest Jain pilgrimage site on Mount Parasnath where 20 of the 24 Tirthankaras attained Nirvana, featuring a 27-kilometer sacred barefoot mountain circumambulation (Vandana) and strictly satvik temple cuisine.",National,Not Listed,Not GI Registered,Yes,"Ministry of Environment, Forest and Climate Change / Jharkhand Tourism",https://giridih.nic.in/,Nationally recognized sacred heritage mountain monument.,Directly located at Madhuban and Mount Parasnath in Giridih.
CULT_0481,Sohrai and Khovar Painting of Jharkhand,Hazaribag,Jharkhand,Hazaribagh,Traditional Art,Mural Wall Art with Comb-Cutting and Natural Earth Pigments,Arts & Crafts Tourism,"Ancient indigenous mural art practiced by tribal women using four earth colors (red hematite, yellow ochre, black manganese, white kaolin) applied with brooms and combed out (Khovar) or finger-painted (Sohrai) to celebrate marriages and harvest.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/695,Registered under GI Application No. 695 as Sohrai - Khovar Painting.,Practiced across the tribal villages of Hazaribag district.
CULT_0482,Paitkar Scroll Painting of Amadubi Village,Jamshedpur,Jharkhand,Purbi Singhbhum,Traditional Art,Natural Pigment Narrative Scrolls on Tree Bark Paper,Arts & Crafts Tourism,"One of India's oldest tribal scroll painting traditions practiced by the Chitrakar community, depicting life after death (Yama Rajya) and Santhal mythology using stone and leaf pigments.",National,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Recognized national heritage craft village at Amadubi near Jamshedpur.,Located at Amadubi in the East Singhbhum district cluster.
CULT_0483,Manbhum Folk Ballads and Coal Mining Community Lore,Jharia,Jharkhand,Dhanbad,Oral Tradition/Folklore,Industrial Labor Folk Songs and Karam Festival Lore,Rural Tourism,"Oral folk ballads documenting coal miners' struggles, occupational risks, and tribal migration, celebrated during autumn Karam tree worship rituals with Jhumur dancing.",State,Not Listed,Not GI Registered,Yes,"Directorate of Cultural Affairs, Jharkhand",https://tourism.jharkhand.gov.in/,Documented in state oral history and folk culture archives.,Centered in Jharia mining townships.
CULT_0484,Malto Tribal Hill Lore and Black Stone Carving,Rajmahal,Jharkhand,Sahibganj,Tribal/Indigenous Culture,Paharia Tribal Language Lore and Hard Trap-Stone Carving,Indigenous/Tribal Tourism,"Ancient culture of the Mal Paharia (Malto speaking) indigenous tribes residing on the volcanic Rajmahal traps, alongside traditional carving of volcanic black stone into millstones.",State,Not Listed,Not GI Registered,Yes,"Tribal Research Institute, Ranchi",https://tourism.jharkhand.gov.in/,Documented indigenous Dravidian-language island in eastern India.,Located in Rajmahal hills of Sahibganj district.
CULT_0485,Jharkhand Tribal Dokra Bell Metal Casting and Sarhul Festival,Ranchi,Jharkhand,Ranchi,Handicraft,Lost-Wax Brass Casting and Sal Flower Worship Festival,Indigenous/Tribal Tourism,"Lost-wax bell metal casting by the Malhor community, alongside the grand spring festival of Sarhul where Oraon, Munda, and Ho tribes worship the blossoming Sal tree (Shorea robusta) for nature renewal.",National,Not Listed,Not GI Registered,Yes,Ministry of Tribal Affairs / Jharkhand Tourism,https://tourism.jharkhand.gov.in/,State holiday and celebrated national tribal festival.,"Centered in Ranchi, the cultural capital of Jharkhand."
CULT_0486,Chhau Dance of Saraikela,Saraikela,Jharkhand,Saraikela Kharsawan,Dance,Masked Martial Classical Dance Tradition,Cultural Tourism,"Aristocratic martial dance form performed wearing delicate, pastel-colored clay and papier-mache masks expressing calm, serene bhavas, characterized by sword-and-shield combat movements (Chalis and Upalays).",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/chhau-dance-00337,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2010).,Practiced and institutionalized at the Saraikela Chhau Art Centre.
CULT_0487,Sankirtana of Manipur,Imphal,Manipur,Imphal West,Music,"Ritual Singing, Drumming, and Dancing of the Meitei",Cultural Tourism,"Sacred performative art of the Vaishnava Meitei community, encompassing singing, narration, and vibrant dancing by two drummers (Pung cholom) and cymbal players (Kartal cholom) inside a temple hall (Mandapa).",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/sankirtana-ritual-singing-drumming-and-dancing-of-manipur-00843,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2013).,Directly centered in Imphal and practiced in Meitei shrines across Manipur.
CULT_0488,Indigenous Living Root Bridges (Jingkieng Jri) Bio-Engineering,Cherrapunji,Meghalaya,East Khasi Hills,Traditional Architecture,Living Ficus Elastica Aerial Root Botanical Architecture,Indigenous/Tribal Tourism,"Centuries-old indigenous botanical architecture where Khasi and Jaintia villagers guide the aerial roots of Ficus elastica across roaring monsoon gorges using hollowed betel nut trunks, growing stronger over centuries.",UNESCO,UNESCO Tentative/other relevant status,Not GI Registered,Yes,UNESCO World Heritage Tentative List / Archaeological Survey of India,https://whc.unesco.org/en/tentativelists/6606/,Inscribed on the UNESCO World Heritage Tentative List (2022) as Jingkieng Jri: Living Root Bridge Cultural Landscapes.,Directly located at Cherrapunji (Sohra) and surrounding Khasi valleys.
CULT_0489,Khasi Matrilineal Heritage and Ryndia (Eri Silk) Weaving,Shillong,Meghalaya,East Khasi Hills,Tribal/Indigenous Culture,Matrilineal Clan Heritage and Organic Ahimsa Silk,Indigenous/Tribal Tourism,"World's largest surviving matrilineal society where lineage and ancestral property pass from mother to the youngest daughter (Khadduh), complemented by handspun, hand-dyed Ryndia (Eri silk) weaving using natural forest leaves.",National,Not Listed,Not GI Registered,Yes,Ministry of Tribal Affairs / Meghalaya Tourism,https://www.meghalayatourism.in/,Internationally documented indigenous social structure and silk craft.,Centered in Shillong and surrounding Khasi hills.
CULT_0490,Mizo Puan Traditional Handloom Textiles,Aizawl,Mizoram,Aizawl,Handloom/Textile,Geometric Loin-Loom Traditional Handloom Wraps,Arts & Crafts Tourism,"Intricate traditional wraps woven by Mizo women on loin looms (Puanchei, Ngotekherh, Hmaram, Tawlhlohpuan) featuring symbolic red, black, and white geometric stripes essential for ceremonies.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/591,Registered under GI Application No. 591 as Mizo Puanchei.,Produced across the weaver cooperatives of Aizawl.
CULT_0491,Mizo Bamboo Craft and Chapchar Kut Festival Traditions,Lunglei,Mizoram,Lunglei,Cultural Practice,Spring Agricultural Festival and Bamboo Basketry,Cultural Tourism,"Spring festival of joy celebrating the completion of jhum clearing, featuring the world-famous Cheraw (Bamboo Dance) where dancers leap between clapping bamboo poles, alongside fine bamboo basketry (Thul).",National,Not Listed,Not GI Registered,Yes,Mizoram Tourism Development Corporation,https://tourism.mizoram.gov.in/,Documented premier state festival and handicraft in Mizoram.,Practiced in Lunglei and across southern Mizoram.
CULT_0492,Naga Traditional Shawls and Hornbill Festival Cultural Traditions,Kohima,Nagaland,Kohima,Handloom/Textile,Tribal Warrior Shawls and Pan-Naga Cultural Congregation,Indigenous/Tribal Tourism,"Exquisite back-strap loin-loom woven shawls (Chakhesang, Angami Loramhoushu) denoting social status and valor, showcased during the annual 'Festival of Festivals' at Kisama Heritage Village.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/542,Registered under GI Application No. 542 as Chakhesang Shawl; Hornbill Festival supported by Ministry of Tourism.,Centered at Kohima and Kisama heritage village.
CULT_0493,"Konyak Naga Woodcarving, Gunsmithing, and Facial Tattooing",Mon,Nagaland,Mon,Tribal/Indigenous Culture,"Warrior Woodcarvings, Brass Pendants, and Facial Tattoos",Indigenous/Tribal Tourism,"Fascinating culture of the former headhunter Konyak warriors, famous for brass skull necklaces, hand-forged muzzle-loading guns, morung woodcarvings, and geometric facial tattooing.",National,Not Listed,Not GI Registered,Yes,Department of Underdeveloped Areas / Nagaland Tourism,https://tourism.nagaland.gov.in/,Documented indigenous tribal culture in Mon district.,Centered in Mon and Longwa village along the Indo-Myanmar border.
CULT_0494,Chakhesang Naga Traditional Shawl Handloom Weaving,Phek,Nagaland,Phek,Handloom/Textile,Back-Strap Loin-Loom Woollen Warrior Shawl Weaving,Arts & Crafts Tourism,Renowned loin-loom weaving tradition using nettle and sheep wool dyed with natural forest barks to create sacred warrior shawls with distinct clan motifs.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/542,Registered under GI Application No. 542 as Chakhesang Shawl.,Practiced by women weavers in Pfutsero and Phek district.
CULT_0495,Lotha Naga Tokhu Emong Harvest Festival and Woven Textiles,Wokha,Nagaland,Wokha,Cultural Practice,Post-Harvest Reconciliation Rites and Striped Shawls,Cultural Tourism,"Nine-day harvest festival of the Lotha tribe marked by reconciliation, forgiveness, and community feasting, accompanied by women wearing the distinctive Opvuram shawl.",State,Not Listed,Not GI Registered,Yes,Nagaland Tourism Development Corporation,https://tourism.nagaland.gov.in/,Official state festival documented in Nagaland cultural calendar.,Centered in Wokha town.
CULT_0496,Sumi Naga Ahuna Festival and Aphilo Kuwo Martial War Dance,Zunheboto,Nagaland,Zunheboto,Cultural Practice,Bamboo-Cooked Rice Harvest Festival and Martial Dance,Cultural Tourism,"Celebration of the first harvest where freshly harvested non-glutinous rice is cooked inside green bamboo stems over outdoor fires, followed by warrior dances with wooden shields and daos.",State,Not Listed,Not GI Registered,Yes,Nagaland Tourism Development Corporation,https://tourism.nagaland.gov.in/,Documented in state tribal festival directory.,Directly located in Zunheboto.
CULT_0497,Balangiri Bandha Handloom Weaving and Dalkhai Dance,Balangir,Odisha,Balangir,Handloom/Textile,Tie-and-Dye Ikat Weaving and Autumn Folk Dance,Arts & Crafts Tourism,"Traditional tie-and-dye cotton and silk ikat weaving, paired with the Dalkhai folk dance performed by Binjhal and Kuda women to vigorous Dhol and Nisan rhythms during Bhaijiuntia.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India / Sangeet Natak Akademi",https://search.ipindia.gov.in/GIRPublic/Application/Details/22,Part of the Sambalpuri Bandha Saree GI territory (No. 22).,Practiced by Bhulia weavers across Balangir.
CULT_0498,Balasore Bell Metal and Brass Casting Craft,Baleshwar,Odisha,Balasore,Handicraft,Cast Bronze Plates and Marine Maritime Lore,Arts & Crafts Tourism,"Traditional metalcraft where Kansari smiths hammer bell metal into shiny dining plates (Kansa Dali) and water bowls, alongside coastal maritime folklore along the Bay of Bengal.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented bell metal craft cluster in Balasore.,Practiced in Remuna and Balasore town.
CULT_0499,Mayurbhanj Chhau Dance Tradition,Baripada,Odisha,Mayurbhanj,Dance,Mask-less Martial Classical Folk Dance with Mohuri & Dhol,Cultural Tourism,"Vigorous martial dance performed without masks, relying on expressive body kinematics, aerial leaps, and footwork patterns (Chalis and Topkas) imitating village animals and battles.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/chhau-dance-00337,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2010).,Cradle centered at Baripada in Mayurbhanj district.
CULT_0500,Kalinga Architectural Style and Odissi Classical Dance Institutions,Bhubaneshwar,Odisha,Khordha,Traditional Architecture,Deula Temple Architecture and Tribhanga Classical Dance,Cultural Tourism,"Seat of Kalinga stone temple architecture (Lingaraj, Mukteshwar) featuring Rekha and Pidha Deulas, alongside the premier research academies of classical Odissi dance (Guru Kelucharan Mohapatra Odissi Research Centre).",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Sangeet Natak Akademi,https://asi.nic.in/,Centrally protected national monuments and premier national dance academies.,Directly centered in Bhubaneswar.
CULT_0501,Berhampur Patta (Silk Saree) Handloom Weaving,Brahmapur,Odisha,Ganjam,Handloom/Textile,Pure Mulberry Silk Handloom Sarees with Temple Borders,Arts & Crafts Tourism,200-year-old weaving tradition using pure mulberry silk yarn to weave heavy bridal sarees (Phoda Kumbha) with sharp triangular temple border motifs.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/222,Registered under GI Application No. 222 as Berhampur Patta (Phoda Kumbha) Saree & Joda.,Practiced by Dera weavers in Berhampur (Brahmapur).
CULT_0502,Cuttack Rupa Tarakasi (Silver Filigree) Craft,Cuttack,Odisha,Cuttack,Handicraft,Delicate Pure Silver Wire Lacework and Tableaux,Arts & Crafts Tourism,"500-year-old delicate metalcraft where master silversmiths draw pure silver into hair-thin wires to craft gossamer jewelry, vermilion boxes, and magnificent 20-foot Durga Puja backdrops (Chandi Medha).",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/743,Registered under GI Application No. 743 as Cuttack Rupa Tarakasi.,Practiced in traditional artisan workshops across Cuttack city.
CULT_0503,Dhenkanal Magji Traditional Sweet and Dokra Casting,Dhenkanal,Odisha,Dhenkanal,Cuisine/Food Heritage,Buffalo Milk Cheese Sweet and Lost-Wax Metalwork,Culinary Tourism,"Unique sweet confectionery prepared from fresh buffalo milk cheese (Chhena) drained in cloth and slow-cooked with sugar and cardamom, alongside lost-wax bell metal casting at Sadeibareni.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/744,Registered under GI Application No. 744 as Dhenkanal Magji.,Originates from Dhenkanal town and Sadeibareni.
CULT_0504,Kendujhar Juang and Bhuyan Tribal Culture and Tarini Rituals,Kendujhar,Odisha,Kendujhar,Tribal/Indigenous Culture,Particularly Vulnerable Tribal Group Heritage & Chhang Dance,Indigenous/Tribal Tourism,"Ancient indigenous traditions of the Juang tribe who reside in dormitory systems (Majang) and dance with the Chhang tambourine, alongside the coconut-offering rituals at Maa Tarini Ghatagaon shrine.",National,Not Listed,Not GI Registered,Yes,"Scheduled Castes and Scheduled Tribes Research and Training Institute (SCSTRTI), Odisha",https://scstrti.in/,Documented PVTG tribal culture under SCSTRTI Odisha.,Practiced across the Gonasika hills of Keonjhar (Kendujhar).
CULT_0505,Konark Sun Temple Kalinga Architectural Mastery and Stone Sculpture,Konark,Odisha,Puri,Traditional Architecture,Colossal 13th-Century Stone Chariot Temple Architecture,Heritage Tourism,"Monumental stone chariot conceived by King Narasimhadeva I featuring 24 colossal carved wheels and seven galloping horses, celebrated for chlorite stone dancer sculptures (Natamandira) and erotic bas-reliefs.",UNESCO,Not Listed,Not GI Registered,Yes,UNESCO World Heritage Centre / Archaeological Survey of India,https://whc.unesco.org/en/list/242,"Inscribed on the UNESCO World Heritage List (1984) as Sun Temple, Konârak.",Directly located at Konark.
CULT_0506,Koraput Kalajeera Rice and Dongria Kondh Kapdaganda Shawl,Koraput,Odisha,Koraput,Traditional Product,Black Fragrant Rice and Tribal Embroidered Shawls,Indigenous/Tribal Tourism,"Aromatic black-husked 'Prince of Rice' (Kalajeera) grown by tribal farmers, alongside Kapdaganda shawls hand-embroidered in red, green, and yellow threads by Dongria Kondh women for suitors.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/745,Registered under GI Application No. 745 as Koraput Kalajeera Rice and Kapdaganda Shawl.,Cultivated and crafted across Koraput and Niyamgiri hills.
CULT_0507,Kalinga Maritime Trade Folklore (Boita Bandana),Paradip,Odisha,Jagatsinghpur,Cultural Practice,Floating Miniature Boats in Sacred Waterways,Cultural Tourism,"Centuries-old festival of Boita Bandana celebrated at dawn during Kartik Purnima, where people float miniature paper and plantain-bark boats carrying earthen lamps to commemorate ancient Sadhabas' sea trade voyages.",State,Not Listed,Not GI Registered,Yes,Odisha Tourism Development Corporation,https://odishatourism.gov.in/,Documented in state maritime festival calendar.,Conducted along the beaches and estuary of Paradip.
CULT_0508,Kandhamal Haldi (Turmeric) Agro-Heritage,Phulabani,Odisha,Kandhamal,Traditional Product,Organic Forest-Grown High-Curcumin Turmeric,Rural Tourism,"Golden-yellow organic turmeric cultivated without synthetic fertilizers by tribal farmers in the hill forests of Kandhamal, celebrated for distinct aroma and medicinal therapeutic qualities.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/610,Registered under GI Application No. 610 as Kandhamal Haldi.,Cultivated by tribal cooperatives across Kandhamal district centered in Phulabani.
CULT_0509,Jagannath Temple Mahaprasad and Ratha Yatra Living Traditions,Puri,Odisha,Puri,Cultural Practice,Chappan Bhog Earthen Pot Cooking and Chariot Building,Cultural Tourism,"Millennium-old temple traditions including the world's largest kitchen where 56 sacred dishes (Mahaprasad) are cooked in stacked earthen pots over wood fires, alongside the annual construction of giant wooden chariots (Nandighosha, Taladhwaja, Darpadalana) by hereditary carpenting guilds for Ratha Yatra.",National,Not Listed,Not GI Registered,Yes,Shri Jagannath Temple Administration / Ministry of Culture,https://puri.nic.in/,Globally recognized living religious and cultural institution governed by statutory board.,Directly located at Shri Jagannath Temple and Grand Road in Puri.
CULT_0510,Raghurajpur Pattachitra and Talapatra Chitra Art,Puri,Odisha,Puri,Traditional Art,Cloth and Palm Leaf Etched Painting with Natural Colors,Arts & Crafts Tourism,"Heritage craft village where every household practices cloth scroll painting (Pattachitra) using chalk and tamarind gum paste, and palm leaf engraving (Talapatra) stained with black lamp soot.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/224,Registered under GI Application No. 224 as Odisha Pattachitra; designated Heritage Crafts Village.,Located at Raghurajpur in Puri district.
CULT_0511,Pipli Applique Work Handicraft,Puri,Odisha,Puri,Handicraft,Stitched Colored Fabric Canopies and Umbrellas,Arts & Crafts Tourism,"Historic needlecraft created by the Darji community to sew colorful umbrellas (Chatris), canopies (Chanduas), and banners for Lord Jagannath's Ratha Yatra chariots.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/87,Registered under GI Application No. 87 as Pipili Applique Work.,Centered in Pipili in Puri district.
CULT_0512,Sambalpuri Bandha Saree and Handloom Fabrics,Sambalpur,Odisha,Sambalpur,Handloom/Textile,Tie-and-Dye Ikat Weaving with Conch and Fish Motifs,Arts & Crafts Tourism,"Celebrated double and single ikat handloom weaving craft practiced by the Bhulia community, transferring tie-and-dyed cotton and tussar threads into intricate motifs of conch shells, wheels, and floral vines.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/22,Registered under GI Application No. 22 as Sambalpuri Bandha Saree & Fabrics.,Centered across the weaver colonies of Sambalpur.
CULT_0513,Udayagiri-Khandagiri Rock-Cut Jain Cave Architecture,Udayagiri,Odisha,Khordha,Traditional Architecture,2nd-Century BCE Jain Monastic Rock-Cut Cells & Hathigumpha Inscription,Heritage Tourism,"Rock-cut residential cells excavated for Jain monks during the reign of King Kharavela (Rani Gumpha, Hathi Gumpha), preserving the celebrated 17-line Brahmi Hathigumpha inscription detailing his military conquests.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India,https://asi.nic.in/,Centrally protected monument of national importance maintained by ASI.,Directly located at Udayagiri and Khandagiri hills.
CULT_0514,Sikkimese Thangka Painting and Chaam Monastic Mask Dance,Gangtok,Sikkim,Gangtok,Traditional Art,Tibetan Buddhist Mineral Pigment Scrolls and Ritual Mask Dance,Cultural Tourism,"Sacred painting of Buddhist deities on silk brocades at the Directorate of Handicrafts, alongside the annual Chaam mask dance performed by lamas at Rumtek Monastery to destroy evil forces.",National,Not Listed,Not GI Registered,Yes,"Directorate of Handicrafts and Handlooms, Sikkim / Sangeet Natak Akademi",https://sikkimtourism.gov.in/,Premier state craft institute and living monastic performance.,Centered in Gangtok and Rumtek Monastery.
CULT_0515,Pemayangtse Monastic Architecture and Sangtokpalri Woodcarving,Gyalshing,Sikkim,Gyalshing,Traditional Architecture,17th-Century Nyingma Buddhist Architecture and 7-Tiered Wooden Celestial Palace,Heritage Tourism,"Premier Nyingma Buddhist monastery founded in 1705, housing the magnificent 7-tiered hand-carved painted wooden masterpiece of Zandog Palri (Guru Rinpoche's celestial abode) executed by Dungzin Rinpoche alone over five years.",National,Not Listed,Not GI Registered,Yes,"Ecclesiastical Affairs Department, Government of Sikkim / ASI",https://sikkimtourism.gov.in/,State-protected religious heritage monument and sacred institutional seat.,Directly located at Pemayangtse in Gyalshing (West Sikkim).
CULT_0516,Dzumsa Indigenous Democratic Self-Governance and Yak Wool Weaving,Lachung,Sikkim,Mangan,Cultural Practice,Centuries-Old Traditional Village Democratic Council System,Indigenous/Tribal Tourism,"Unique indigenous local governance system practiced by the Bhutia and Lepcha communities headed by elected village chiefs (Pipons), managing pastoral grazing rights, alongside yak wool blanket weaving.",National,Not Listed,Not GI Registered,Yes,Government of Sikkim / Ministry of Panchayati Raj,https://mangan.nic.in/,Legally recognized customary self-governance body recognized under Sikkim law.,Practiced in the high Himalayan valley of Lachung.
CULT_0517,Lepcha Indigenous Nature Worship and Bamboo Craftsmanship,Mangan,Sikkim,Mangan,Tribal/Indigenous Culture,Animistic Sacred Mountain Rituals and Cane Craft,Indigenous/Tribal Tourism,"Sacred indigenous culture of the Rong (Lepcha) community centered around Mount Khangchendzonga, invoking nature spirits through traditional priests (Bongthing), alongside fine split-bamboo weaving.",National,Not Listed,Not GI Registered,Yes,"Tribal Research Institute, Sikkim / UNESCO",https://sikkimtourism.gov.in/,Inscribed under Khangchendzonga National Park Mixed UNESCO World Heritage Site cultural criteria.,Centered in Mangan and Dzongu indigenous reserve.
CULT_0518,Tripura Bamboo and Cane Artisanship and Rignai Weaving,Agartala,Tripura,West Tripura,Handicraft,Ultra-Thin Bamboo Splint Screens and Loin-Loom Wraps,Arts & Crafts Tourism,"Mastery of slicing natural bamboo into hair-thin splints to weave room screens, table mats, and umbrella handles, alongside traditional loin-loom indigenous wrapping skirts (Rignai and Rikutu) with floral Chamthwma motifs.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/746,Registered under GI Application No. 746 as Tripura Rignai Textile Craft.,Centered at Purbashaa handicrafts corporation and artisan clusters in Agartala.
CULT_0519,National Library of India Archival and Printing Heritage,Alipore,West Bengal,Kolkata,Cultural Practice,National Literary Repository and Archival Preservation,Heritage Tourism,"India's largest library of national record housed in the historic Belvedere Estate (former viceregal residence), preserving millions of rare manuscripts, historic newspapers, and colonial documents.",National,Not Listed,Not GI Registered,Yes,"National Library of India, Ministry of Culture",https://nationallibrary.gov.in/,Institution of national importance declared under Ministry of Culture.,"Directly located at Belvedere Estate, Alipore."
CULT_0520,Dooars Bodo and Rava Indigenous Woodcraft and Tea Lore,Alipur Duar,West Bengal,Alipurduar,Tribal/Indigenous Culture,Tribal Bamboo and Hardwood Craft & Folk Lore,Indigenous/Tribal Tourism,"Indigenous woodcarving and woven cane craft by Bodo and Rava tribal artisans, alongside rich folklore celebrating the elephant corridors of the Buxa-Jaldapara Dooars foothills.",State,Not Listed,Not GI Registered,Yes,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,Documented in state tourism tribal and ecological circuits.,Centered in Alipurduar town.
CULT_0521,Raniganj Coal Belt Folk Culture (Bhadu and Tusu Songs),Asansol,West Bengal,Paschim Bardhaman,Oral Tradition/Folklore,Agrarian Folk Goddess Melodies and Industrial Lore,Rural Tourism,"Lyrical autumnal folk songs honoring the virgin princess Bhadu, sung by women without instrumental accompaniment during Bhadra month, alongside Tusu harvest songs across the industrial coal belt.",State,Not Listed,Not GI Registered,Yes,"Information and Cultural Affairs Department, West Bengal",https://wbtourism.gov.in/,Documented in state folk culture archives of Rarh Bengal.,Practiced in Asansol and surrounding colliery villages.
CULT_0522,Khagra Bell Metal and Brassware Artisanal Craft,Baharampur,West Bengal,Murshidabad,Handicraft,Polished Bell Metal Cookware and Water Vessels,Arts & Crafts Tourism,"Celebrated metallurgical craft where Kansari smiths hammer bell metal (Kansa) into lustrous, resonant dinner sets, water carafes, and royal platters that ring like church bells when struck.",National,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Nationally documented handicraft cluster in Murshidabad district.,"Centered in Khagra, Baharampur town."
CULT_0523,Belur Math Ramakrishna-Vivekananda Cultural Philosophy,Bally,West Bengal,Howrah,Traditional Architecture,Universal Syncretic Temple Architecture and Vedanta,Heritage Tourism,"Headquarters of Ramakrishna Math founded by Swami Vivekananda in 1897, featuring monumental temple architecture that synthesizes Hindu, Christian, and Islamic motifs as an architectural embodiment of universal tolerance.",National,Not Listed,Not GI Registered,Yes,Ramakrishna Math and Ramakrishna Mission / Ministry of Culture,https://belurmath.org/,Centrally designated spiritual and cultural heritage institution.,Directly located at Belur Math in Bally.
CULT_0524,Kushmandi Wooden Mask (Gomira Mask) Craft,Balurghat,West Bengal,Dakshin Dinajpur,Handicraft,Carved Softwood Ritual Dance Masks (Gomira),Arts & Crafts Tourism,Centuries-old folk art carving fierce demonic and divine masks out of light Gamari wood for the spiritual Gomira ritual dance to drive away evil spirits during Chaitra festival.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/595,Registered under GI Application No. 595 as Kushmandi Wooden Mask.,Practiced in Kushmandi in Dakshin Dinajpur district near Balurghat.
CULT_0525,Bankura Panchmura Terracotta Horse Craft,Bankura,West Bengal,Bankura,Handicraft,Erect-Eared Flanged Terracotta Horses and Elephants,Arts & Crafts Tourism,"World-famous terracotta art form created by the Kumbhakar potters of Panchmura, featuring hollow symmetrical terracotta horses with erect ears, arched necks, and flared jaws used as village votive offerings.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/596,Registered under GI Application No. 596 as Bankura Panchmura Terracotta Craft (National logo of Central Cottage Industries).,Centered at Panchmura village in Bankura district.
CULT_0526,Baranagar Terracotta Temples of Rani Bhabani,Baranagar,West Bengal,North 24 Parganas,Traditional Architecture,Char-Chala Terracotta Shrines and Religious Foundations,Heritage Tourism,"Historic religious foundation featuring exquisite Bengal 'Char-Chala' brick temples adorned with finely detailed terracotta tiles depicting Ramayana and Krishnalila scenes, patronized by Rani Bhabani of Natore.",State,Not Listed,Not GI Registered,Yes,"Directorate of Archaeology and Museums, Government of West Bengal",https://wbtourism.gov.in/,Protected state heritage monuments.,Located at Baranagar along the Hooghly River.
CULT_0527,24 Parganas Kantha Embroidery Artisanship,Barasat,West Bengal,North 24 Parganas,Handicraft,Running Stitch Needlework on Silk and Tussar,Arts & Crafts Tourism,"Intricate running stitch embroidery created by women artisans depicting rural flora, peacocks, and mandala motifs on silk sarees and stoles, driving rural women cooperatives.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/125,Part of the Bengal Nakshi Kantha GI territory (No. 125).,Practiced by self-help groups in Barasat.
