destination_id,name,state,district,latitude,longitude,category,description,activities,best_season,average_budget,recommended_days,family_score,solo_score,couple_score,adventure_score,nature_score,heritage_score,religious_score,nightlife_score,accessibility_score,popularity_score,rating,review_count
8688,Oragadam Lake,Tamil Nadu,Tamil Nadu,12.7802,79.7656,attraction,"Oragadam Lake is a renowned lake attraction in Kancheepuram district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2098.46,1,8.0,8.8,8.5,3.2,9.0,9.5,2.9,3.5,8.5,1.0,4.9,11201
8689,Madurantakam Lake,Tamil Nadu,Tamil Nadu,12.8462,79.6676,attraction,"Madurantakam Lake is a renowned lake attraction in Kancheepuram district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1401.13,2,9.1,7.9,8.5,3.6,9.0,9.5,3.2,2.9,8.5,1.0,4.9,25320
8690,Vallam Jain Cave,Tamil Nadu,Tamil Nadu,12.9122,79.7696,attraction,"Vallam Jain Cave is a renowned cave attraction in Kancheepuram district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,2009.7,1,9.1,6.1,8.5,1.2,4.2,9.5,2.5,2.3,8.5,1.0,4.4,28173
8691,Kundrathur Hills,Tamil Nadu,Tamil Nadu,12.8222,79.7396,attraction,"Kundrathur Hills is a renowned nature attraction in Kancheepuram district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1509.34,2,7.9,9.0,8.5,3.6,9.0,9.5,2.6,1.1,8.5,1.0,4.9,8656
8692,Mayanur Barrage,Tamil Nadu,Tamil Nadu,10.9021,78.1506,attraction,"Mayanur Barrage is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1123.62,3,8.7,8.2,8.5,2.9,9.0,9.5,2.7,1.9,8.5,1.0,4.9,7061
8693,Mayanur Cauvery Ghats,Tamil Nadu,Tamil Nadu,10.9241,77.9846,attraction,"Mayanur Cauvery Ghats is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,997.52,5,8.4,8.8,8.5,3.3,9.0,9.5,9.5,3.1,8.5,1.0,4.9,25023
8694,Amaravathi Dam,Tamil Nadu,Tamil Nadu,10.9461,78.0186,attraction,"Amaravathi Dam is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1215.05,2,9.1,8.4,8.5,2.8,9.0,9.5,1.7,0.7,8.5,1.0,4.8,24514
8695,Ponnaniyar Dam,Tamil Nadu,Tamil Nadu,10.9901,78.0866,attraction,"Ponnaniyar Dam is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2195.39,2,8.6,8.8,8.5,4.6,9.0,9.5,2.5,1.8,8.5,1.0,4.6,15170
8696,Vangal Cauvery Ghats,Tamil Nadu,Tamil Nadu,11.0121,78.1206,attraction,"Vangal Cauvery Ghats is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1105.63,5,8.7,7.3,8.5,1.7,9.0,9.5,9.5,3.5,8.5,1.0,4.9,8821
8697,Nerur Sadasiva Brahmendra Samadhi & Cauvery Ghat,Tamil Nadu,Tamil Nadu,11.1119,78.6633,attraction,"Nerur Sadasiva Brahmendra Samadhi & Cauvery Ghat is an authentic attraction destination located in ,  district of Tamil Nadu. Celebrated for its regional significance and unique ambiance, it offers travelers an immersive experience in the culture, scenic beauty, and heritage of Tamil Nadu.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1577.95,3,8.5,7.2,8.5,3.3,5.2,9.5,9.5,1.9,8.5,1.0,4.6,8956
8698,Aravakurichi Hills,Tamil Nadu,Tamil Nadu,10.8781,78.0226,attraction,"Aravakurichi Hills is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,803.28,2,9.3,8.4,8.5,4.8,9.0,9.5,3.0,2.0,8.5,1.0,4.9,24828
8699,Pugalur Cauvery Belt,Tamil Nadu,Tamil Nadu,10.9441,78.1246,attraction,"Pugalur Cauvery Belt is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,848.27,3,7.9,8.3,8.5,4.1,9.0,9.5,3.2,2.5,8.5,1.0,4.7,8485
8700,Moolimangalam Riverside,Tamil Nadu,Tamil Nadu,10.9661,78.1586,attraction,"Moolimangalam Riverside is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1862.59,2,7.6,8.3,8.5,2.6,9.0,9.5,2.1,2.5,8.5,1.0,4.4,10957
8701,Velayuthampalayam Hills,Tamil Nadu,Tamil Nadu,10.9881,77.9926,attraction,"Velayuthampalayam Hills is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1187.01,3,8.4,8.6,8.5,2.0,9.0,9.5,3.1,2.1,8.5,1.0,4.6,16903
8702,Karur Textile Heritage,Tamil Nadu,Tamil Nadu,11.0321,78.0606,attraction,"Karur Textile Heritage is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1058.51,3,7.7,8.1,8.5,4.1,9.0,9.5,1.3,3.0,8.5,1.0,4.5,8695
8703,Kadavur Hills,Tamil Nadu,Tamil Nadu,10.8761,78.1286,attraction,"Kadavur Hills is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1248.54,2,9.1,8.5,8.5,3.4,9.0,9.5,3.2,1.7,8.5,1.0,4.8,6158
8704,Kadavur Reserve Forest,Tamil Nadu,Tamil Nadu,10.8981,78.1626,attraction,"Kadavur Reserve Forest is a renowned nature attraction in Karur district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1074.32,3,8.6,8.8,8.5,3.2,9.0,9.5,1.9,2.4,8.5,1.0,4.9,13053
8705,Kelavarapalli Reservoir,Tamil Nadu,Tamil Nadu,12.5006,78.1677,attraction,"Kelavarapalli Reservoir is a renowned lake attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1474.44,2,8.5,8.2,8.5,3.7,9.0,9.5,2.9,1.0,8.5,1.0,4.7,29440
8706,Kelavarapalli Lake,Tamil Nadu,Tamil Nadu,12.5226,78.2017,attraction,"Kelavarapalli Lake is a renowned lake attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1275.16,4,9.2,8.6,8.5,4.0,9.0,9.5,3.7,2.1,8.5,1.0,4.9,16105
8707,Thally,Tamil Nadu,Tamil Nadu,12.6106,78.1377,attraction,"Thally is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1037.42,3,8.1,8.6,8.5,2.7,9.0,9.5,1.5,1.9,8.5,1.0,4.9,16399
8708,Thally Lake,Tamil Nadu,Tamil Nadu,12.4326,78.1717,attraction,"Thally Lake is a renowned lake attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,812.59,3,8.0,8.8,8.5,3.5,9.0,9.5,1.1,0.7,8.5,1.0,4.4,20916
8709,Billimangalam Hills,Tamil Nadu,Tamil Nadu,12.4546,78.2057,attraction,"Billimangalam Hills is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1830.75,2,9.1,8.0,8.5,4.1,9.0,9.5,3.6,1.9,8.5,1.0,4.9,10196
8710,Cauvery Wildlife Sanctuary,Tamil Nadu,Tamil Nadu,12.4766,78.2397,attraction,"Cauvery Wildlife Sanctuary is a renowned wildlife attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1246.23,2,9.3,7.7,8.5,4.9,2.5,9.5,3.6,2.9,8.5,1.0,4.7,19783
8711,Berikai Lake,Tamil Nadu,Tamil Nadu,12.5206,78.3077,attraction,"Berikai Lake is a renowned lake attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1451.81,1,8.4,8.6,8.5,3.4,9.0,9.5,2.8,0.8,8.5,1.0,4.9,6018
8712,Shoolagiri Hills,Tamil Nadu,Tamil Nadu,12.5426,78.1417,attraction,"Shoolagiri Hills is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1687.61,4,8.9,7.6,8.5,2.9,9.0,9.5,3.3,0.9,8.5,1.0,4.9,13282
8713,Hosur Forest,Tamil Nadu,Tamil Nadu,12.5646,78.1757,attraction,"Hosur Forest is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1884.77,1,8.5,8.6,8.5,4.8,9.0,9.5,3.7,2.3,8.5,1.0,4.9,26921
8714,Anchetty Forest,Tamil Nadu,Tamil Nadu,12.5866,78.2097,attraction,"Anchetty Forest is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1656.51,1,9.0,7.6,8.5,1.9,9.0,9.5,2.9,2.6,8.5,1.0,4.7,8868
8715,Denkanikottai Forest,Tamil Nadu,Tamil Nadu,12.6086,78.2437,attraction,"Denkanikottai Forest is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2018.67,1,8.1,7.9,8.5,2.8,9.0,9.5,3.6,2.7,8.5,1.0,4.4,20902
8716,Krishnagiri Government Museum,Tamil Nadu,Tamil Nadu,12.4526,78.3117,attraction,"Krishnagiri Government Museum is a renowned museum attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Mar,3322.18,3,9.4,6.6,8.5,1.5,4.2,9.5,2.1,2.5,8.5,1.0,4.8,25687
8717,Pochampalli Silk Belt,Tamil Nadu,Tamil Nadu,12.5626,78.2817,attraction,"Pochampalli Silk Belt is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,983.45,5,7.8,8.4,8.5,1.2,9.0,9.5,1.2,2.7,8.5,1.0,4.6,6624
8718,Mango Orchards,Tamil Nadu,Tamil Nadu,12.5846,78.1157,attraction,"Mango Orchards is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2162.27,1,8.9,8.6,8.5,3.8,9.0,9.5,2.6,2.5,8.5,1.0,4.9,21856
8719,Anchetty Viewpoints,Tamil Nadu,Tamil Nadu,12.4506,78.2177,attraction,"Anchetty Viewpoints is a renowned nature attraction in Krishnagiri district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2069.88,2,9.1,9.1,8.5,4.6,9.0,9.5,3.3,2.1,8.5,1.0,4.7,21261
8720,Thirumalai Nayakkar Palace,Tamil Nadu,Tamil Nadu,9.8792,78.1578,attraction,"Thirumalai Nayakkar Palace is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,2394.75,3,8.7,6.2,8.5,2.0,2.1,9.5,2.6,2.5,8.5,1.0,4.6,14305
8721,Gandhi Memorial Museum,Tamil Nadu,Tamil Nadu,9.9012,78.1918,attraction,"Gandhi Memorial Museum is a renowned museum attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Mar,4030.42,3,8.0,7.8,8.5,4.1,5.3,9.5,2.4,1.1,8.5,1.0,4.9,21439
8722,Thirupparankundram Hill,Tamil Nadu,Tamil Nadu,9.9232,78.0258,attraction,"Thirupparankundram Hill is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2003.33,3,8.9,8.7,8.5,4.1,9.0,9.5,1.9,1.3,8.5,1.0,4.9,9719
8723,Alagar Hills,Tamil Nadu,Tamil Nadu,9.9672,78.0938,attraction,"Alagar Hills is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1937.12,2,8.3,7.7,8.5,1.8,9.0,9.5,1.9,1.1,8.5,1.0,4.9,12764
8724,Samanar Hills,Tamil Nadu,Tamil Nadu,10.0112,78.1618,attraction,"Samanar Hills is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1319.59,3,8.2,8.1,8.5,4.8,9.0,9.5,1.6,1.2,8.5,1.0,4.7,13126
8725,Keelakuyilkudi Jain Caves,Tamil Nadu,Tamil Nadu,9.8332,78.1958,attraction,"Keelakuyilkudi Jain Caves is a renowned cave attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1385.83,2,8.5,6.0,8.5,2.1,2.6,9.5,2.7,3.2,8.5,1.0,4.9,8977
8726,Pazhamudircholai Forest,Tamil Nadu,Tamil Nadu,9.8772,78.0638,attraction,"Pazhamudircholai Forest is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1586.02,2,9.2,8.7,8.5,2.0,9.0,9.5,2.3,1.6,8.5,1.0,4.9,16859
8727,St Mary's Cathedral,Tamil Nadu,Tamil Nadu,9.9652,78.1998,attraction,"St Mary's Cathedral is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1092.57,4,8.2,8.0,8.5,1.6,9.0,9.5,1.9,1.7,8.5,1.0,4.9,29036
8728,Mariamman Teppakulam,Tamil Nadu,Tamil Nadu,9.9872,78.0338,attraction,"Mariamman Teppakulam is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1202.03,3,8.4,9.1,8.5,3.7,9.0,9.5,4.0,1.4,8.5,1.0,4.9,20010
8729,Pudhu Mandapam,Tamil Nadu,Tamil Nadu,9.8312,78.1018,attraction,"Pudhu Mandapam is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,812.65,1,8.9,7.5,8.5,3.0,5.2,9.5,1.2,0.6,8.5,1.0,4.5,5301
8730,Thirumalai Nayak Palace Museum,Tamil Nadu,Tamil Nadu,9.8532,78.1358,attraction,"Thirumalai Nayak Palace Museum is a renowned museum attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Mar,2497.63,1,7.9,7.0,8.5,3.7,4.2,9.5,2.1,2.5,8.5,1.0,4.6,26684
8731,Alagar Kovil Sacred Groves,Tamil Nadu,Tamil Nadu,9.8752,78.1698,attraction,"Alagar Kovil Sacred Groves is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,930.78,4,8.0,7.2,8.5,1.3,9.0,9.5,2.8,1.6,8.5,1.0,4.6,25727
8732,Keezhakuyilkudi Village,Tamil Nadu,Tamil Nadu,9.8972,78.2038,attraction,"Keezhakuyilkudi Village is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1733.7,1,9.3,6.5,8.5,2.9,3.6,9.5,2.3,3.5,8.5,1.0,4.9,10789
8733,Nagamalai Hills,Tamil Nadu,Tamil Nadu,9.9192,78.0378,attraction,"Nagamalai Hills is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1553.75,3,7.9,8.3,8.5,2.4,9.0,9.5,1.3,3.3,8.5,1.0,4.7,9156
8734,Vaigai River Ghats,Tamil Nadu,Tamil Nadu,9.9632,78.1058,attraction,"Vaigai River Ghats is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,899.71,3,8.9,8.0,8.5,3.3,9.0,9.5,9.5,0.7,8.5,1.0,4.9,5244
8735,Athisayam,Tamil Nadu,Tamil Nadu,9.9852,78.1398,attraction,"Athisayam is a renowned nature attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,904.62,1,8.0,8.1,8.5,1.9,9.0,9.5,1.4,3.3,8.5,1.0,4.5,24911
8736,Madurai Gandhi Museum Compound,Tamil Nadu,Tamil Nadu,10.0072,78.1738,attraction,"Madurai Gandhi Museum Compound is a renowned museum attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Mar,4782.35,2,9.3,7.0,8.5,1.3,6.0,9.5,2.4,3.2,8.5,1.0,4.7,23184
8737,Teppakulam Heritage Streets,Tamil Nadu,Tamil Nadu,9.8292,78.2078,attraction,"Teppakulam Heritage Streets is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1426.11,3,7.8,6.3,8.5,3.1,2.9,9.5,3.3,3.1,8.5,1.0,4.6,29186
8738,Yanaimalai Jain Beds,Tamil Nadu,Tamil Nadu,9.8512,78.0418,attraction,"Yanaimalai Jain Beds is a renowned heritage attraction in Madurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1503.76,1,7.9,6.3,8.5,1.8,2.4,9.5,1.8,2.5,8.5,1.0,4.5,22932
8739,Tharangambadi Beach,Tamil Nadu,Tamil Nadu,11.1215,79.7104,attraction,"Tharangambadi Beach is a renowned beach attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,989.11,2,9.3,7.0,8.5,2.2,3.3,9.5,2.7,1.7,8.5,1.0,4.9,16820
8740,Tranquebar Danish Museum,Tamil Nadu,Tamil Nadu,11.1435,79.7444,attraction,"Tranquebar Danish Museum is a renowned museum attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Mar,3300.95,2,8.5,6.2,8.5,2.9,2.2,9.5,2.7,1.7,8.5,1.0,4.5,10653
8741,Poompuhar Beach,Tamil Nadu,Tamil Nadu,11.1655,79.5784,attraction,"Poompuhar Beach is a renowned beach attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,2114.52,3,9.3,8.2,8.5,4.3,5.8,9.5,3.4,1.0,8.5,1.0,4.9,20679
8742,Silappathikara Art Gallery,Tamil Nadu,Tamil Nadu,11.1875,79.6124,attraction,"Silappathikara Art Gallery is a renowned museum attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1117.7,1,8.5,6.8,8.5,2.3,3.4,9.5,3.4,3.2,8.5,1.0,4.9,5062
8743,Kaveri Poompattinam,Tamil Nadu,Tamil Nadu,11.0095,79.6464,attraction,"Kaveri Poompattinam is a renowned nature attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,960.37,1,7.9,8.5,8.5,4.6,9.0,9.5,1.7,1.1,8.5,1.0,4.5,6501
8744,Kaveri Delta Villages,Tamil Nadu,Tamil Nadu,11.0955,79.6884,attraction,"Kaveri Delta Villages is a renowned nature attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1911.11,3,8.2,7.5,8.5,1.7,9.0,9.5,2.8,2.3,8.5,1.0,4.9,14035
8745,Kollidam Estuary,Tamil Nadu,Tamil Nadu,11.1175,79.7224,attraction,"Kollidam Estuary is a renowned nature attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1730.56,2,9.1,8.9,8.5,4.1,9.0,9.5,3.5,1.2,8.5,1.0,4.6,23043
8746,Poompuhar Museum,Tamil Nadu,Tamil Nadu,11.1395,79.5564,attraction,"Poompuhar Museum is a renowned museum attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Mar,4295.7,1,8.0,6.6,8.5,1.7,5.3,9.5,3.7,2.4,8.5,1.0,4.9,14261
8747,Tharangambadi Mission Cemetery,Tamil Nadu,Tamil Nadu,11.1615,79.5904,attraction,"Tharangambadi Mission Cemetery is a renowned heritage attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,2114.11,2,8.7,8.0,8.5,4.3,5.7,9.5,2.6,2.5,8.5,1.0,4.4,18342
8748,Manikarnika Ghat Mayiladuthurai,Tamil Nadu,Tamil Nadu,11.1835,79.6244,attraction,"Manikarnika Ghat Mayiladuthurai is a renowned heritage attraction in Mayiladuthurai district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1523.89,3,8.7,6.7,8.5,3.2,4.6,9.5,9.5,2.6,8.5,1.0,4.9,24792
8749,Nagore Beach,Tamil Nadu,Tamil Nadu,10.7092,79.9189,attraction,"Nagore Beach is a renowned beach attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1337.64,1,8.8,7.1,8.5,4.4,2.7,9.5,2.6,1.0,8.5,1.0,4.6,9519
8750,Velankanni Basilica,Tamil Nadu,Tamil Nadu,10.7312,79.7529,attraction,"Velankanni Basilica is a renowned church attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1071.79,1,8.6,5.6,8.5,1.3,3.1,9.5,9.5,3.4,8.5,1.0,4.8,8754
8751,Velankanni Beach,Tamil Nadu,Tamil Nadu,10.7532,79.7869,attraction,"Velankanni Beach is a renowned beach attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,1778.36,2,9.1,7.3,8.5,3.7,3.7,9.5,2.4,2.3,8.5,1.0,4.6,24858
8752,Nagapattinam Beach,Tamil Nadu,Tamil Nadu,10.7752,79.8209,attraction,"Nagapattinam Beach is a renowned beach attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.",Heritage Exploration & Guided Tours,Oct-Feb,2130.3,3,9.1,5.5,8.5,2.6,2.2,9.5,2.2,1.1,8.5,1.0,4.6,22770
8753,Velankanni Church Museum,Tamil Nadu,Tamil Nadu,10.6852,79.7909,attraction,"Velankanni Church Museum is a renowned museum attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,4464.49,2,8.6,6.9,8.5,1.7,5.3,9.5,9.5,1.4,8.5,1.0,4.7,13459
8754,Coringa-style Coastal Wetlands,Tamil Nadu,Tamil Nadu,10.7072,79.8249,attraction,"Coringa-style Coastal Wetlands is a renowned nature attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1745.19,4,8.2,9.2,8.5,4.0,9.0,9.5,2.8,2.2,8.5,1.0,4.6,26051
8755,Muthupet Lagoon Border,Tamil Nadu,Tamil Nadu,10.7292,79.8589,attraction,"Muthupet Lagoon Border is a renowned nature attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2045.42,2,8.3,9.2,8.5,3.6,9.0,9.5,3.8,1.7,8.5,1.0,4.6,9768
8756,Kodiakkarai,Tamil Nadu,Tamil Nadu,10.7512,79.8929,attraction,"Kodiakkarai is a renowned nature attraction in Nagapattinam district, celebrating the cultural heritage, regional architecture, and scenic attractions of Tamil Nadu.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1412.76,3,8.0,8.2,8.5,2.0,9.0,9.5,3.1,2.8,8.5,1.0,4.4,9609
